,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
68,A81,Infecções por vírus lentos do sistema nervoso central,1.0,,1.0,,2.0,,,,1.0,4.0,1.0,,1.0
69,A82,Raiva,,,,,,,,,,,,,1.0
70,A83,Encefalite por vírus transmitidos por mosquitos,1.0,,,,,1.0,,,,,,,1.0
71,A84,Encefalite por vírus transmitido por carrapatos,,,,,,,,,,,,,1.0
72,A85,"Outras encefalites virais, não classificadas em outra parte",1.0,,,1.0,,,3.0,1.0,,2.0,,1.0,1.0
73,A86,"Encefalite viral, não especificada",4.0,6.0,9.0,7.0,3.0,7.0,5.0,9.0,4.0,5.0,4.0,3.0,1.0
74,A87,Meningite viral,10.0,6.0,11.0,8.0,6.0,3.0,12.0,9.0,4.0,7.0,10.0,7.0,1.0
75,A88,Outras infecções virais do sistema nervoso central não classific,,,,2.0,,,,,,,,,1.0
76,A89,Infecções virais não especificadas do sistema nervoso central,1.0,1.0,1.0,,,1.0,,,,,,,1.0
77,A90,Dengue [dengue clássico],14.0,33.0,64.0,68.0,97.0,77.0,50.0,33.0,20.0,14.0,17.0,10.0,1.0
78,A91,Febre hemorrágica devida ao vírus do dengue,2.0,1.0,,3.0,,3.0,5.0,2.0,3.0,,1.0,,1.0
79,A92,Outras febres virais transmitidas por mosquitos,,,,,1.0,,,,,,,,1.0
80,A93,Outras febres por vírus transmitidas por artrópodes não classifi,,,1.0,,,,,,,,,,1.0
81,A94,"Febre viral transmitida por artrópodes, não especificada",,,1.0,,,,,,,,,,1.0
82,A95,Febre amarela,,,,,,,,,,,1.0,1.0,1.0
83,A96,Febre hemorrágica por arenavírus,,,,,,,,,,,,,1.0
84,A98,"Outras febres hemorrágicas por vírus, não classificadas em out",,1.0,,,,1.0,,,,,,,1.0
85,A99,Febres hemorrágicas virais não especificadas,,,,,,,,,,,,1.0,1.0
86,B00,Infecções pelo vírus do herpes [herpes simples],8.0,6.0,7.0,9.0,6.0,6.0,9.0,6.0,5.0,13.0,7.0,7.0,1.0
87,B01,Varicela,34.0,27.0,20.0,17.0,8.0,16.0,15.0,18.0,16.0,21.0,26.0,18.0,1.0
88,B02,Herpes zoster [Zona],47.0,49.0,68.0,46.0,61.0,45.0,48.0,86.0,45.0,50.0,58.0,49.0,1.0
89,B03,Varíola,,,,,,,,,,,,,1.0
90,B04,Varíola dos macacos [Monkeypox],,,,,,,,,,,,,1.0
91,B05,Sarampo,,,,,,,,,1.0,1.0,1.0,1.0,1.0
92,B06,Rubéola,1.0,,,1.0,,,1.0,1.0,,1.0,,,1.0
93,B07,Verrugas de origem viral,15.0,20.0,27.0,24.0,30.0,22.0,29.0,25.0,31.0,32.0,28.0,17.0,1.0
94,B08,Outras infecções virais caracterizadas por lesões da pele e das,,1.0,2.0,1.0,5.0,3.0,,2.0,2.0,1.0,2.0,1.0,1.0
95,B09,Infecção viral não especificada caracterizada por lesões da pel,1.0,,,2.0,2.0,1.0,2.0,4.0,1.0,1.0,,3.0,1.0
96,B15,Hepatite aguda A,32.0,46.0,60.0,52.0,45.0,38.0,43.0,48.0,43.0,37.0,42.0,23.0,1.0
97,B16,Hepatite aguda B,24.0,33.0,38.0,41.0,30.0,25.0,39.0,31.0,32.0,38.0,29.0,23.0,1.0
98,B17,Outras hepatites virais agudas,16.0,19.0,29.0,19.0,31.0,11.0,17.0,33.0,13.0,28.0,17.0,20.0,1.0
99,B18,Hepatite viral crônica,184.0,191.0,220.0,225.0,261.0,241.0,221.0,310.0,217.0,252.0,231.0,188.0,1.0
100,B19,Hepatite viral não especificada,23.0,17.0,27.0,20.0,27.0,20.0,23.0,19.0,15.0,20.0,15.0,17.0,1.0
101,B20,"Doença pelo vírus da imunodeficiência humana [HIV], resultand",107.0,124.0,155.0,137.0,151.0,136.0,130.0,200.0,123.0,144.0,122.0,97.0,1.0
102,B21,"Doença pelo vírus da imunodeficiência humana [HIV], resultand",9.0,3.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0,6.0,5.0,8.0,1.0
103,B22,Doença pelo vírus da imunodeficiência humana [HIV] resultand,20.0,14.0,27.0,15.0,20.0,18.0,15.0,15.0,17.0,13.0,9.0,18.0,1.0
104,B23,Doença pelo vírus da imunodeficiência humana [HIV] resultand,33.0,44.0,49.0,37.0,41.0,42.0,32.0,48.0,30.0,54.0,39.0,35.0,1.0
105,B24,Doença pelo vírus da imunodeficiência humana [HIV] não espe,465.0,396.0,504.0,460.0,476.0,402.0,447.0,572.0,433.0,518.0,478.0,379.0,1.0
106,B25,Doença por citomegalovírus,3.0,8.0,4.0,4.0,12.0,5.0,3.0,3.0,3.0,6.0,2.0,4.0,1.0
107,B26,Caxumba [Parotidite epidêmica],3.0,,6.0,3.0,6.0,2.0,3.0,9.0,5.0,3.0,1.0,,1.0
108,B27,Mononucleose infecciosa,5.0,4.0,3.0,4.0,10.0,7.0,3.0,9.0,3.0,4.0,6.0,8.0,1.0
109,B30,Conjuntivite viral,5.0,4.0,6.0,4.0,7.0,9.0,6.0,11.0,9.0,13.0,4.0,11.0,1.0
110,B33,Outras doenças por vírus não classificada em outra parte,,1.0,4.0,3.0,2.0,4.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0
111,B34,"Doenças por vírus, de localização não especificada",9.0,11.0,11.0,11.0,14.0,10.0,6.0,11.0,8.0,8.0,5.0,7.0,1.0
112,B35,Dermatofitose,8.0,19.0,12.0,17.0,15.0,12.0,12.0,29.0,19.0,17.0,11.0,10.0,1.0
113,B36,Outras micoses superficiais,5.0,4.0,9.0,3.0,2.0,6.0,6.0,8.0,3.0,3.0,3.0,4.0,1.0
114,B37,Candidíase,,1.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,,1.0
115,B38,Coccidioidomicose,,,,,1.0,2.0,1.0,3.0,2.0,,,1.0,1.0
116,B39,Histoplasmose,4.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,,,5.0,3.0,1.0
117,B40,Blastomicose,7.0,8.0,12.0,5.0,6.0,5.0,8.0,10.0,6.0,5.0,3.0,4.0,1.0
118,B41,Paracoccidioidomicose,15.0,7.0,11.0,10.0,16.0,6.0,5.0,21.0,12.0,17.0,9.0,6.0,1.0
119,B42,Esporotricose,6.0,5.0,6.0,4.0,9.0,8.0,5.0,8.0,6.0,14.0,7.0,6.0,1.0
120,B43,Cromomicose e abscesso feomicótico,3.0,3.0,3.0,5.0,5.0,7.0,7.0,9.0,7.0,2.0,5.0,5.0,1.0
121,B44,Aspergilose,,2.0,1.0,3.0,3.0,3.0,6.0,5.0,3.0,3.0,2.0,3.0,1.0
122,B45,Criptococose,9.0,,3.0,6.0,5.0,4.0,7.0,10.0,5.0,8.0,8.0,9.0,1.0
123,B46,Zigomicose,1.0,,1.0,1.0,,,,1.0,,,,,1.0
124,B47,Micetoma,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,,4.0,1.0,1.0,1.0
125,B48,"Outras micoses, não classificadas em outra parte",2.0,4.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,,1.0
126,B49,Micose não especificada,4.0,8.0,7.0,1.0,4.0,5.0,5.0,6.0,3.0,15.0,1.0,4.0,1.0
127,B50,Malária por Plasmodium falciparum,,,1.0,1.0,,2.0,,2.0,,2.0,,,1.0
128,B51,Malária por Plasmodium vivax,8.0,5.0,17.0,4.0,6.0,8.0,5.0,1.0,4.0,2.0,3.0,2.0,1.0
129,B52,Malária por Plasmodium malariae,,,,1.0,,,1.0,1.0,,,,,1.0
130,B53,Outras formas de malária confirmadas por exames parasitológi,,,,,,,,,1.0,,,,1.0
131,B54,Malária não especificada,2.0,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,1.0
132,B55,Leishmaniose,62.0,61.0,76.0,84.0,88.0,87.0,90.0,132.0,118.0,139.0,87.0,54.0,1.0
133,B56,Tripanossomíase africana,,,,,,,,,,,,,1.0
134,B57,Doença de Chagas,72.0,70.0,107.0,97.0,107.0,98.0,88.0,80.0,86.0,91.0,97.0,67.0,1.0
135,B58,Toxoplasmose,35.0,42.0,35.0,41.0,45.0,41.0,37.0,46.0,35.0,28.0,45.0,34.0,1.0
136,B59,Pneumocistose,4.0,3.0,8.0,3.0,7.0,1.0,5.0,6.0,1.0,4.0,5.0,3.0,1.0
137,B60,"Outras doenças devidas a protozoários, não classificadas em o",,1.0,1.0,,,,,3.0,1.0,1.0,,,1.0
138,B64,Doença não especificada devida a protozoários,,,,,,,,,,,,,1.0
139,B65,Esquistossomose [bilharziose] [Schistosomíase],3.0,7.0,8.0,10.0,9.0,7.0,11.0,5.0,11.0,9.0,7.0,6.0,1.0
140,B66,Outras infestações por trematódeos,,,,,,,2.0,,,1.0,,,1.0
141,B67,Equinococose,,1.0,,1.0,1.0,1.0,,,4.0,,,1.0,1.0
142,B68,Infestação por Taenia,,,,,,,,,1.0,,,,1.0
143,B69,Cisticercose,14.0,18.0,25.0,18.0,16.0,15.0,22.0,19.0,19.0,19.0,17.0,15.0,1.0
144,B70,Difilobotríase e esparganose,,,,,,,,1.0,,,,,1.0
145,B71,Outras infestações por cestóides,,,,,,,,,,,,,1.0
146,B72,Dracontíase,,,,1.0,,1.0,,,,,,,1.0
147,B73,Oncocercose,1.0,,,,,,,,,,,,1.0
148,B74,Filariose,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,,1.0,1.0,2.0,1.0
149,B75,Triquinose,,,1.0,,,,,,,,,,1.0
150,B76,Ancilostomíase,,,,,,,,,,1.0,,,1.0
151,B77,Ascaridíase,,,,,,,,,,,,,1.0
152,B78,Estrongiloidíase,2.0,,,,,,,,,1.0,,,1.0
153,B79,Tricuríase,,,,,,,,,,,1.0,,1.0
154,B80,Oxiuríase,,,,,,,,,,,,,1.0
155,B81,"Outras helmintíases intestinais, não classificadas em outra part",,,,,,1.0,,,,,,,1.0
156,B82,Parasitose intestinal não especificada,,,1.0,,,,1.0,,,,,1.0,1.0
157,B83,Outras helmintíases,,1.0,,,1.0,,,,2.0,,,,1.0
158,B85,Pediculose e ftiríase,,,,,,,1.0,,1.0,,,,1.0
159,B86,Escabiose [sarna],3.0,2.0,5.0,,7.0,2.0,9.0,4.0,6.0,3.0,1.0,,1.0
160,B87,Miíase,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
161,B88,Outras infestações,,,2.0,1.0,,,,1.0,,1.0,,1.0,1.0
162,B89,Doença parasitária não especificada,,,,,1.0,,,,,,,,1.0
163,B90,Seqüelas de tuberculose,13.0,13.0,29.0,16.0,17.0,12.0,17.0,22.0,14.0,15.0,13.0,13.0,1.0
164,B91,Seqüelas de poliomielite,14.0,23.0,23.0,26.0,40.0,24.0,26.0,27.0,34.0,29.0,25.0,30.0,1.0
165,B92,Seqüelas de hanseníase [lepra],54.0,42.0,54.0,60.0,52.0,55.0,49.0,49.0,54.0,55.0,44.0,37.0,1.0
166,B94,Seqüelas de outras doenças infecciosas e parasitárias e das nã,9.0,3.0,4.0,7.0,3.0,5.0,2.0,8.0,2.0,7.0,4.0,2.0,1.0
167,B95,Estreptococos e estafilococos como causa de doenças classific,5.0,5.0,10.0,3.0,4.0,6.0,6.0,9.0,5.0,7.0,2.0,3.0,1.0
168,B96,"Outros agentes bacterianos, como causa de doenças classifica",2.0,,,,2.0,,,1.0,,,1.0,,1.0
169,B97,Vírus como causa de doenças classificadas em outros capítulo,3.0,6.0,4.0,6.0,7.0,2.0,2.0,8.0,4.0,3.0,3.0,7.0,1.0
170,B99,Outras doenças infecciosas,6.0,8.0,6.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0
171,C00,Neoplasia maligna do lábio,11.0,9.0,9.0,11.0,9.0,9.0,7.0,7.0,7.0,7.0,13.0,7.0,2.0
172,C01,Neoplasia maligna da base da língua,24.0,26.0,18.0,19.0,38.0,24.0,27.0,32.0,22.0,34.0,19.0,15.0,2.0
173,C02,Neoplasia maligna de outras partes e de partes não especificad,26.0,26.0,54.0,36.0,29.0,25.0,36.0,39.0,30.0,34.0,38.0,26.0,2.0
174,C03,Neoplasia maligna da gengiva,2.0,4.0,1.0,1.0,7.0,1.0,8.0,2.0,2.0,3.0,5.0,3.0,2.0
175,C04,Neoplasia maligna do assoalho da boca,16.0,19.0,18.0,26.0,22.0,21.0,16.0,20.0,18.0,24.0,15.0,19.0,2.0
176,C05,Neoplasia maligna do pálato,14.0,8.0,18.0,15.0,20.0,20.0,8.0,26.0,16.0,17.0,19.0,12.0,2.0
177,C06,Neoplasia maligna de outras partes e de partes não especificad,21.0,21.0,38.0,30.0,13.0,21.0,21.0,36.0,23.0,30.0,25.0,18.0,2.0
178,C07,Neoplasia maligna da glândula parótida,7.0,8.0,10.0,10.0,21.0,8.0,14.0,25.0,13.0,11.0,14.0,9.0,2.0
179,C08,Neoplasia maligna de outras glândulas salivares maiores e as n,8.0,5.0,4.0,1.0,6.0,5.0,6.0,8.0,4.0,12.0,9.0,3.0,2.0
180,C09,Neoplasia maligna da amígdala,13.0,20.0,22.0,17.0,15.0,16.0,15.0,19.0,18.0,21.0,10.0,17.0,2.0
181,C10,Neoplasia maligna da orofaringe,37.0,42.0,51.0,41.0,42.0,40.0,50.0,50.0,52.0,54.0,38.0,30.0,2.0
182,C11,Neoplasia maligna da nasofaringe,29.0,22.0,30.0,20.0,18.0,21.0,26.0,16.0,18.0,17.0,17.0,18.0,2.0
183,C12,Neoplasia maligna do seio piriforme,5.0,5.0,7.0,7.0,4.0,5.0,4.0,9.0,4.0,7.0,5.0,3.0,2.0
184,C13,Neoplasia maligna da hipofaringe,21.0,13.0,24.0,13.0,22.0,23.0,15.0,20.0,21.0,22.0,21.0,11.0,2.0
185,C14,Neoplasia maligna de outras localizações e de localizações ma,14.0,10.0,10.0,12.0,7.0,7.0,12.0,13.0,8.0,9.0,9.0,10.0,2.0
186,C15,Neoplasia maligna do esôfago,101.0,86.0,126.0,99.0,115.0,102.0,103.0,123.0,75.0,93.0,101.0,86.0,2.0
187,C16,Neoplasia maligna do estômago,227.0,216.0,231.0,206.0,244.0,201.0,224.0,271.0,239.0,249.0,205.0,182.0,2.0
188,C17,Neoplasia maligna do intestino delgado,10.0,22.0,21.0,9.0,23.0,14.0,13.0,24.0,14.0,24.0,15.0,11.0,2.0
189,C18,Neoplasia maligna do cólon,303.0,258.0,325.0,279.0,299.0,276.0,331.0,376.0,260.0,334.0,289.0,269.0,2.0
190,C19,Neoplasia maligna da junção retossigmóide,34.0,40.0,52.0,43.0,57.0,42.0,36.0,46.0,42.0,46.0,41.0,42.0,2.0
191,C20,Neoplasia maligna do reto,155.0,191.0,186.0,180.0,215.0,172.0,187.0,210.0,164.0,175.0,183.0,149.0,2.0
192,C21,Neoplasia maligna do ânus e do canal anal,22.0,30.0,37.0,30.0,32.0,33.0,28.0,33.0,20.0,33.0,23.0,26.0,2.0
193,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,57.0,30.0,38.0,59.0,59.0,46.0,60.0,58.0,51.0,62.0,50.0,63.0,2.0
194,C23,Neoplasia maligna da vesícula biliar,7.0,7.0,11.0,8.0,8.0,8.0,9.0,12.0,8.0,15.0,5.0,14.0,2.0
195,C24,"Neoplasia maligna de outras partes, e de partes não especifica",7.0,14.0,18.0,8.0,15.0,8.0,10.0,18.0,15.0,14.0,14.0,7.0,2.0
196,C25,Neoplasia maligna do pâncreas,62.0,69.0,82.0,61.0,63.0,66.0,57.0,82.0,69.0,81.0,61.0,63.0,2.0
197,C26,Neoplasia maligna de outros órgãos digestivos e de localizaçõe,13.0,10.0,22.0,11.0,17.0,23.0,15.0,22.0,10.0,22.0,15.0,13.0,2.0
198,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,3.0,4.0,7.0,3.0,7.0,2.0,6.0,9.0,5.0,4.0,4.0,4.0,2.0
199,C31,Neoplasia maligna dos seios da face,11.0,7.0,7.0,8.0,9.0,8.0,3.0,19.0,9.0,8.0,16.0,6.0,2.0
200,C32,Neoplasia maligna da laringe,91.0,81.0,116.0,91.0,102.0,79.0,98.0,95.0,87.0,110.0,86.0,61.0,2.0
201,C33,Neoplasia maligna da traquéia,2.0,1.0,1.0,1.0,,1.0,,,3.0,4.0,2.0,1.0,2.0
202,C34,Neoplasia maligna dos brônquios e dos pulmões,177.0,159.0,197.0,193.0,161.0,175.0,193.0,246.0,171.0,206.0,157.0,161.0,2.0
203,C37,Neoplasia maligna do timo,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0
204,C38,"Neoplasia maligna do coração, mediastino e pleura",13.0,15.0,16.0,8.0,16.0,10.0,13.0,11.0,12.0,14.0,14.0,5.0,2.0
205,C39,Neoplasia maligna de outras localizações e de localizações ma,12.0,12.0,16.0,11.0,11.0,11.0,18.0,8.0,7.0,25.0,13.0,9.0,2.0
206,C40,Neoplasia maligna dos ossos e cartilagens articulares dos mem,13.0,30.0,33.0,30.0,26.0,27.0,38.0,29.0,31.0,29.0,30.0,24.0,2.0
207,C41,Neoplasia maligna dos ossos e das cartilagens articulares de o,15.0,22.0,25.0,23.0,24.0,20.0,25.0,31.0,17.0,23.0,21.0,16.0,2.0
208,C43,Melanoma maligno da pele,66.0,77.0,95.0,99.0,100.0,72.0,78.0,95.0,82.0,87.0,72.0,77.0,2.0
209,C44,Outras neoplasias malignas da pele,117.0,117.0,162.0,145.0,174.0,129.0,144.0,201.0,123.0,148.0,131.0,126.0,2.0
210,C45,Mesotelioma,2.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,,5.0,2.0
211,C46,Sarcoma de Kaposi,4.0,7.0,8.0,5.0,6.0,6.0,5.0,3.0,5.0,8.0,8.0,5.0,2.0
212,C47,Neoplasia maligna dos nervos periféricos e do sistema nervoso,2.0,2.0,2.0,4.0,2.0,1.0,2.0,,1.0,1.0,3.0,2.0,2.0
213,C48,Neoplasia maligna dos tecidos moles do retroperitônio e do per,17.0,10.0,13.0,20.0,18.0,7.0,11.0,13.0,18.0,11.0,16.0,15.0,2.0
214,C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos mol,54.0,62.0,75.0,69.0,85.0,61.0,80.0,91.0,62.0,67.0,60.0,55.0,2.0
215,C50,Neoplasias [tumores] malignas(os) da mama,1296.0,1202.0,1452.0,1202.0,1412.0,1241.0,1398.0,1604.0,1320.0,1564.0,1314.0,1098.0,2.0
216,C51,Neoplasia maligna da vulva,9.0,5.0,7.0,6.0,7.0,6.0,12.0,8.0,9.0,8.0,8.0,5.0,2.0
217,C52,Neoplasia maligna da vagina,1.0,4.0,4.0,2.0,4.0,6.0,4.0,7.0,2.0,1.0,2.0,4.0,2.0
218,C53,Neoplasia maligna do colo do útero,319.0,291.0,366.0,316.0,364.0,294.0,327.0,396.0,295.0,362.0,340.0,272.0,2.0
219,C54,Neoplasia maligna do corpo do útero,49.0,72.0,82.0,60.0,73.0,61.0,80.0,79.0,67.0,60.0,65.0,64.0,2.0
220,C55,"Neoplasia maligna do útero, porção não especificada",10.0,4.0,14.0,10.0,9.0,6.0,9.0,17.0,11.0,17.0,20.0,11.0,2.0
221,C56,Neoplasia maligna do ovário,117.0,102.0,109.0,105.0,111.0,115.0,107.0,126.0,102.0,123.0,92.0,80.0,2.0
222,C57,Neoplasia maligna de outros órgãos genitais femininos e dos n,16.0,6.0,11.0,12.0,15.0,7.0,14.0,20.0,8.0,10.0,13.0,9.0,2.0
223,C58,Neoplasia maligna da placenta,2.0,4.0,8.0,7.0,3.0,3.0,6.0,8.0,5.0,5.0,1.0,2.0,2.0
224,C60,Neoplasia maligna do pênis,18.0,19.0,23.0,24.0,26.0,25.0,18.0,22.0,19.0,22.0,25.0,21.0,2.0
225,C61,Neoplasia maligna da próstata,421.0,413.0,588.0,489.0,536.0,460.0,469.0,586.0,472.0,495.0,503.0,401.0,2.0
