,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
24,L02,"- Abscesso cutâneo, furúnculo e antraz",4.0,10.0,10.0,10.0,13.0,7.0,7.0,4.0,7.0,6.0,2.0,2.0,12.0
25,L03,- Celulite (Flegmão),1.0,3.0,11.0,4.0,3.0,7.0,6.0,3.0,5.0,1.0,7.0,6.0,12.0
26,L23,- Dermatites alérgicas de contato,13.0,13.0,17.0,10.0,32.0,26.0,12.0,18.0,19.0,12.0,15.0,8.0,12.0
27,L24,- Dermatites de contato por irritantes,2.0,7.0,8.0,6.0,5.0,9.0,3.0,6.0,4.0,2.0,5.0,1.0,12.0
28,M15,- Poliartrose,1.0,9.0,5.0,1.0,7.0,5.0,2.0,2.0,5.0,3.0,3.0,1.0,13.0
29,M16,- Coxartrose [artrose do quadril],3.0,19.0,21.0,13.0,21.0,14.0,12.0,13.0,17.0,16.0,15.0,4.0,13.0
30,M17,- Gonartrose [artrose do joelho],26.0,48.0,54.0,56.0,35.0,43.0,43.0,41.0,23.0,32.0,21.0,29.0,13.0
31,M19,- Outras artroses,19.0,30.0,25.0,20.0,37.0,20.0,20.0,14.0,27.0,18.0,16.0,10.0,13.0
32,M22,- Transtornos da rótula [patela],9.0,19.0,26.0,14.0,27.0,14.0,15.0,19.0,13.0,17.0,18.0,8.0,13.0
33,M23,- Transtornos internos dos joelhos,204.0,263.0,320.0,245.0,271.0,256.0,202.0,234.0,226.0,196.0,218.0,181.0,13.0
34,M41,- Escoliose,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,13.0
35,M43,- Outras dorsopatias deformantes,5.0,4.0,10.0,5.0,6.0,9.0,9.0,6.0,9.0,3.0,5.0,4.0,13.0
36,M47,- Espondilose,4.0,8.0,4.0,12.0,10.0,7.0,6.0,8.0,6.0,6.0,8.0,5.0,13.0
37,M48,- Outras espondilopatias,7.0,2.0,6.0,8.0,4.0,5.0,4.0,4.0,2.0,2.0,6.0,3.0,13.0
38,M50,- Transtornos dos discos cervicais,25.0,30.0,31.0,40.0,33.0,41.0,35.0,24.0,27.0,26.0,25.0,23.0,13.0
39,M54,- Dorsalgia,937.0,1490.0,1826.0,1574.0,1566.0,1497.0,1148.0,1315.0,1189.0,1087.0,1126.0,869.0,13.0
40,M62,- Outros transtornos musculares,16.0,24.0,16.0,20.0,24.0,19.0,11.0,18.0,16.0,17.0,15.0,20.0,13.0
41,M65,- Sinovite e tenossinovite,405.0,544.0,674.0,590.0,622.0,614.0,474.0,528.0,436.0,394.0,407.0,355.0,13.0
42,M71,- Outras bursopatias,11.0,15.0,11.0,23.0,19.0,16.0,15.0,13.0,13.0,12.0,18.0,10.0,13.0
43,M72,- Transtornos fibroblásticos,9.0,8.0,21.0,15.0,15.0,13.0,9.0,8.0,8.0,8.0,7.0,11.0,13.0
44,M75,- Lesões do ombro,832.0,1220.0,1444.0,1226.0,1275.0,1268.0,1065.0,1197.0,998.0,915.0,963.0,784.0,13.0
45,M77,- Outras entesopatias,123.0,179.0,224.0,184.0,207.0,206.0,167.0,191.0,151.0,165.0,151.0,118.0,13.0
46,M86,- Osteomielite,7.0,13.0,7.0,9.0,9.0,9.0,4.0,6.0,5.0,5.0,2.0,4.0,13.0
47,N18,- Insuficiência renal crônica,2.0,5.0,10.0,7.0,4.0,7.0,10.0,6.0,4.0,5.0,5.0,2.0,14.0
48,S01,- Ferimento da cabeça,19.0,19.0,34.0,26.0,31.0,26.0,21.0,23.0,22.0,15.0,19.0,18.0,19.0
49,S02,- Fratura do crânio e dos ossos da face,78.0,98.0,119.0,90.0,107.0,121.0,74.0,101.0,85.0,81.0,95.0,74.0,19.0
50,S06,- Traumatismo intracraniano,97.0,122.0,185.0,161.0,127.0,146.0,114.0,144.0,141.0,101.0,122.0,118.0,19.0
51,S12,- Fratura do pescoço,29.0,44.0,32.0,38.0,29.0,36.0,29.0,39.0,29.0,16.0,28.0,19.0,19.0
52,S21,- Ferimento do tórax,5.0,4.0,8.0,6.0,12.0,7.0,5.0,6.0,1.0,5.0,8.0,3.0,19.0
53,S32,- Fratura da coluna lombar e da pelve,196.0,272.0,303.0,267.0,254.0,294.0,232.0,289.0,225.0,225.0,219.0,196.0,19.0
54,S41,- Ferimento do ombro e do braço,9.0,20.0,17.0,9.0,12.0,18.0,6.0,22.0,8.0,14.0,11.0,8.0,19.0
55,S42,- Fratura do ombro e do braço,618.0,891.0,1032.0,832.0,878.0,836.0,732.0,812.0,726.0,590.0,735.0,607.0,19.0
56,S51,- Ferimento do antebraço,40.0,47.0,69.0,59.0,40.0,42.0,24.0,38.0,33.0,30.0,37.0,25.0,19.0
57,S52,- Fratura do antebraço,959.0,1315.0,1572.0,1262.0,1252.0,1266.0,1096.0,1263.0,1083.0,982.0,1050.0,889.0,19.0
58,S61,- Ferimento do punho e da mão,451.0,528.0,690.0,567.0,619.0,599.0,511.0,575.0,497.0,437.0,443.0,361.0,19.0
59,S62,- Fratura ao nível do punho e da mão,1720.0,2339.0,2953.0,2200.0,2338.0,2433.0,2031.0,2382.0,2065.0,1863.0,1989.0,1666.0,19.0
60,S71,- Ferimento do quadril e da coxa,12.0,23.0,26.0,18.0,24.0,15.0,24.0,20.0,17.0,15.0,17.0,12.0,19.0
61,S72,- Fratura do fêmur,245.0,288.0,369.0,270.0,259.0,291.0,262.0,278.0,241.0,229.0,256.0,206.0,19.0
62,S81,- Ferimento da perna,68.0,109.0,171.0,130.0,114.0,131.0,100.0,111.0,98.0,86.0,95.0,79.0,19.0
63,S82,"- Fratura da perna, incluindo tornozelo",1290.0,1771.0,2140.0,1732.0,1700.0,1693.0,1480.0,1681.0,1538.0,1394.0,1473.0,1213.0,19.0
64,S88,- Amputação traumática da perna,6.0,12.0,11.0,15.0,15.0,11.0,8.0,9.0,9.0,9.0,14.0,8.0,19.0
65,S91,- Ferimentos do tornozelo e do pé,72.0,119.0,153.0,117.0,144.0,131.0,110.0,103.0,81.0,87.0,100.0,90.0,19.0
66,S92,- Fratura do pé (exceto do tornozelo),939.0,1320.0,1606.0,1338.0,1347.0,1334.0,1030.0,1223.0,1135.0,996.0,1095.0,871.0,19.0
67,T21,- Queimadura e corrosão do tronco,7.0,11.0,14.0,15.0,18.0,16.0,11.0,14.0,3.0,4.0,14.0,7.0,19.0
68,,,10176.0,14251.0,17348.0,14124.0,14471.0,14512.0,11925.0,13692.0,11997.0,10795.0,11596.0,9482.0,861.0
