,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
34,A41,Outras septicemias,38.0,36.0,33.0,32.0,49.0,33.0,30.0,43.0,58.0,45.0,33.0,28.0,1.0
35,A42,Actinomicose,,1.0,,1.0,,1.0,,,,2.0,,1.0,1.0
36,A43,Nocardiose,,,2.0,1.0,,,,,2.0,,,,1.0
37,A44,Bartonelose,1.0,,2.0,3.0,,,2.0,1.0,2.0,,1.0,2.0,1.0
38,A46,Erisipela,260.0,364.0,325.0,327.0,330.0,262.0,299.0,284.0,346.0,264.0,267.0,229.0,1.0
39,A48,Outras doenças bacterianas não classificadas em outra parte,8.0,8.0,6.0,11.0,7.0,7.0,16.0,11.0,14.0,10.0,11.0,8.0,1.0
40,A49,Infecção bacteriana de local não especificado,36.0,37.0,34.0,34.0,29.0,43.0,32.0,44.0,38.0,38.0,32.0,27.0,1.0
41,A50,Sífilis congênita,,,,,,1.0,1.0,1.0,,,,,1.0
42,A51,Sífilis precoce,2.0,3.0,7.0,2.0,5.0,,5.0,1.0,4.0,5.0,5.0,1.0,1.0
43,A52,Sífilis tardia,6.0,4.0,1.0,6.0,4.0,8.0,4.0,4.0,8.0,7.0,5.0,6.0,1.0
44,A53,Outras formas e as não especificadas da sífilis,2.0,5.0,3.0,2.0,4.0,3.0,5.0,13.0,3.0,2.0,2.0,,1.0
45,A54,Infecção gonocócica,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,,,1.0
46,A55,Linfogranuloma (venéreo) por clamídia,1.0,,,,,,,,,,,,1.0
47,A56,Outras infecções causadas por clamídias transmitidas por via se x  u a  l,1.0,1.0,,,,,,,,1.0,1.0,,1.0
48,A57,Cancro mole,,,,,,1.0,1.0,,,,,,1.0
49,A58,Granuloma inguinal,2.0,3.0,2.0,1.0,,,5.0,2.0,1.0,3.0,3.0,,1.0
50,A59,Tricomoníase,,,,,,,,,,,,,1.0
51,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],1.0,1.0,1.0,3.0,6.0,3.0,,,2.0,4.0,2.0,1.0,1.0
52,A64,"Doenças sexualmente transmitidas, não especificadas",,1.0,1.0,1.0,,,1.0,,1.0,3.0,1.0,1.0,1.0
53,A65,Sífilis não-venérea,,1.0,,1.0,,,,,,1.0,,,1.0
54,A66,Bouba,6.0,6.0,6.0,6.0,2.0,4.0,2.0,9.0,7.0,4.0,12.0,5.0,1.0
55,A67,Pinta [carate],,,1.0,,,1.0,,,,,,,1.0
56,A68,Febres recorrentes [Borrelioses],3.0,2.0,,4.0,3.0,1.0,1.0,3.0,5.0,4.0,,2.0,1.0
57,A69,Outras infecções por espiroquetas,2.0,1.0,,,3.0,3.0,,,1.0,1.0,1.0,,1.0
58,A70,Infecções causadas por Clamídia psittaci,1.0,,,,,,,,1.0,,,,1.0
59,A71,Tracoma,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0,1.0
60,A74,Outras doenças causadas por Clamídias,2.0,3.0,3.0,1.0,2.0,,1.0,2.0,2.0,3.0,2.0,,1.0
61,A75,Tifo exantemático,,,,,,,,,,,,,1.0
62,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],2.0,,,1.0,2.0,,2.0,1.0,3.0,1.0,,2.0,1.0
63,A78,Febre Q,,,,,,,,,,,,,1.0
64,A79,Outras rickettsioses,,1.0,,,1.0,,,1.0,,,,,1.0
65,A80,Poliomielite aguda,,2.0,2.0,4.0,,3.0,,3.0,1.0,2.0,1.0,,1.0
66,A81,Infecções por vírus lentos do sistema nervoso central,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
67,A82,Raiva,,,,,,,,,,,,,1.0
68,A83,Encefalite por vírus transmitidos por mosquitos,,,1.0,,,,1.0,,,,,1.0,1.0
69,A84,Encefalite por vírus transmitido por carrapatos,,,,,,,,,,,1.0,,1.0
70,A85,"Outras encefalites virais, não classificadas em outra parte",1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0
71,A86,"Encefalite viral, não especificada",3.0,8.0,8.0,1.0,6.0,8.0,8.0,11.0,10.0,12.0,7.0,2.0,1.0
72,A87,Meningite viral,11.0,9.0,10.0,14.0,10.0,10.0,11.0,8.0,9.0,10.0,9.0,7.0,1.0
73,A89,Infecções virais não especificadas do sistema nervoso central,,1.0,,,,1.0,,,,,1.0,1.0,1.0
74,A90,Dengue [dengue clássico],19.0,29.0,43.0,86.0,129.0,97.0,106.0,55.0,31.0,17.0,27.0,17.0,1.0
75,A91,Febre hemorrágica devida ao vírus do dengue,,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,,,1.0,1.0
76,A92,Outras febres virais transmitidas por mosquitos,,,1.0,,,,,,1.0,1.0,2.0,1.0,1.0
77,A94,"Febre viral transmitida por artrópodes, não especificada",,,,,,,,,,,,,1.0
78,A95,Febre amarela,,,,,,,,,,,,,1.0
79,A96,Febre hemorrágica por arenavírus,,,,,,,,,,,,,1.0
80,A98,"Outras febres hemorrágicas por vírus, não classificadas em outra    p  a  r t",,,,,,2.0,1.0,,,1.0,,,1.0
81,A99,Febres hemorrágicas virais não especificadas,,1.0,,,,,,,,,,,1.0
82,B00,Infecções pelo vírus do herpes [herpes simples],13.0,17.0,10.0,8.0,16.0,11.0,10.0,9.0,9.0,14.0,5.0,9.0,1.0
83,B01,Varicela,27.0,31.0,10.0,18.0,13.0,15.0,19.0,14.0,36.0,18.0,15.0,22.0,1.0
84,B02,Herpes zoster [Zona],44.0,69.0,65.0,65.0,55.0,47.0,49.0,60.0,62.0,68.0,45.0,56.0,1.0
85,B03,Varíola,,,,,,,,,,,,,1.0
86,B04,Varíola dos macacos [Monkeypox],,,,,,,,,1.0,,,,1.0
87,B05,Sarampo,,,,,1.0,,,1.0,1.0,,,1.0,1.0
88,B06,Rubéola,,,,3.0,2.0,,,2.0,1.0,2.0,2.0,3.0,1.0
89,B07,Verrugas de origem viral,27.0,31.0,29.0,28.0,33.0,23.0,21.0,21.0,35.0,40.0,29.0,27.0,1.0
90,B15,Hepatite aguda A,33.0,43.0,40.0,32.0,29.0,30.0,31.0,41.0,48.0,51.0,40.0,20.0,1.0
91,B16,Hepatite aguda B,27.0,34.0,24.0,39.0,17.0,17.0,18.0,24.0,27.0,29.0,21.0,24.0,1.0
92,B17,Outras hepatites virais agudas,13.0,17.0,17.0,27.0,24.0,19.0,16.0,18.0,23.0,21.0,16.0,10.0,1.0
93,B18,Hepatite viral crônica,203.0,292.0,273.0,309.0,281.0,231.0,268.0,259.0,308.0,278.0,228.0,167.0,1.0
94,B19,Hepatite viral não especificada,16.0,16.0,15.0,17.0,24.0,17.0,22.0,21.0,28.0,23.0,16.0,17.0,1.0
95,B23,Doença pelo vírus da imunodeficiência humana [HIV] resultando  e  m     o  u 2 tr6as d  o  e  n  ç,,,33.0,41.0,33.0,34.0,37.0,39.0,49.0,34.0,34.0,36.0,1.0
96,B24,Doença pelo vírus da imunodeficiência humana [HIV] não especi f i c a  d,,525.0,484.0,476.0,531.0,424.0,476.0,569.0,596.0,579.0,482.0,410.0,1.0
97,B25,Doença por citomegalovírus,3.0,2.0,8.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,9.0,4.0,1.0
98,B26,Caxumba [Parotidite epidêmica],3.0,6.0,4.0,8.0,4.0,2.0,2.0,10.0,5.0,10.0,6.0,2.0,1.0
99,B27,Mononucleose infecciosa,1.0,2.0,4.0,8.0,7.0,8.0,3.0,7.0,9.0,3.0,11.0,7.0,1.0
100,B30,Conjuntivite viral,9.0,14.0,8.0,7.0,12.0,6.0,10.0,15.0,13.0,5.0,13.0,9.0,1.0
101,B33,Outras doenças por vírus não classificada em outra parte,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0
102,B34,"Doenças por vírus, de localização não especificada",5.0,7.0,11.0,10.0,7.0,11.0,7.0,6.0,9.0,8.0,6.0,2.0,1.0
103,B35,Dermatofitose,10.0,11.0,19.0,16.0,9.0,7.0,11.0,14.0,17.0,15.0,13.0,12.0,1.0
104,B36,Outras micoses superficiais,7.0,4.0,4.0,2.0,6.0,2.0,7.0,6.0,5.0,5.0,5.0,2.0,1.0
105,B37,Candidíase,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,6.0,3.0,3.0,3.0,1.0
106,B38,Coccidioidomicose,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,,1.0
107,B39,Histoplasmose,,3.0,,,4.0,1.0,1.0,4.0,7.0,2.0,2.0,3.0,1.0
108,B40,Blastomicose,4.0,4.0,6.0,6.0,4.0,3.0,7.0,6.0,7.0,6.0,4.0,8.0,1.0
109,B41,Paracoccidioidomicose,9.0,10.0,10.0,8.0,9.0,18.0,14.0,18.0,17.0,26.0,8.0,12.0,1.0
110,B42,Esporotricose,4.0,6.0,11.0,8.0,5.0,13.0,5.0,10.0,5.0,9.0,8.0,5.0,1.0
111,B43,Cromomicose e abscesso feomicótico,5.0,2.0,4.0,4.0,9.0,6.0,3.0,6.0,3.0,11.0,4.0,1.0,1.0
112,B44,Aspergilose,1.0,3.0,2.0,2.0,2.0,2.0,3.0,,5.0,5.0,2.0,2.0,1.0
113,B45,Criptococose,9.0,4.0,7.0,14.0,5.0,3.0,6.0,3.0,14.0,10.0,5.0,4.0,1.0
114,B46,Zigomicose,,,1.0,,,,,1.0,2.0,1.0,,,1.0
115,B47,Micetoma,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0
116,B48,"Outras micoses, não classificadas em outra parte",1.0,1.0,2.0,2.0,,1.0,2.0,3.0,,5.0,3.0,1.0,1.0
117,B49,Micose não especificada,7.0,6.0,3.0,3.0,3.0,9.0,2.0,2.0,6.0,6.0,3.0,7.0,1.0
118,B50,Malária por Plasmodium falciparum,,,,,,2.0,,2.0,1.0,,,,1.0
119,B51,Malária por Plasmodium vivax,1.0,,,2.0,,1.0,,1.0,6.0,2.0,,2.0,1.0
120,B52,Malária por Plasmodium malariae,,,,,,,,,,,,,1.0
121,B53,Outras formas de malária confirmadas por exames parasitológico  s,,,1.0,,,,,,,,,,1.0
122,B54,Malária não especificada,1.0,,,,,,1.0,1.0,,,,,1.0
123,B55,Leishmaniose,50.0,73.0,65.0,76.0,72.0,50.0,76.0,84.0,89.0,81.0,83.0,62.0,1.0
124,B56,Tripanossomíase africana,,,,,1.0,,,,,,,,1.0
125,B57,Doença de Chagas,58.0,87.0,70.0,56.0,69.0,60.0,64.0,73.0,85.0,75.0,69.0,57.0,1.0
126,B58,Toxoplasmose,38.0,44.0,45.0,33.0,43.0,32.0,40.0,46.0,67.0,56.0,48.0,29.0,1.0
127,B59,Pneumocistose,2.0,4.0,5.0,7.0,3.0,,5.0,3.0,2.0,6.0,4.0,4.0,1.0
128,B64,Doença não especificada devida a protozoários,1.0,,,,,,,,,,,,1.0
129,B65,Esquistossomose [bilharziose] [Schistosomíase],7.0,9.0,8.0,10.0,8.0,11.0,10.0,14.0,9.0,11.0,12.0,13.0,1.0
130,B66,Outras infestações por trematódeos,,,,2.0,,,,,1.0,1.0,,,1.0
131,B67,Equinococose,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0
132,B68,Infestação por Taenia,,,,,,,1.0,,,,,,1.0
133,B69,Cisticercose,16.0,13.0,14.0,17.0,13.0,8.0,21.0,19.0,21.0,23.0,12.0,20.0,1.0
134,B70,Difilobotríase e esparganose,,,,,,,,,,,,,1.0
135,B71,Outras infestações por cestóides,,,,,,,,,,,,,1.0
136,B72,Dracontíase,,,,,,,,1.0,,,,,1.0
137,B73,Oncocercose,,,,,,,,,,,,,1.0
138,B74,Filariose,,1.0,,1.0,1.0,1.0,2.0,,2.0,,,1.0,1.0
139,B75,Triquinose,,,,,,,,,,,,,1.0
140,B76,Ancilostomíase,,,,,,,,,,,,,1.0
141,B77,Ascaridíase,,,,,,,,,1.0,,,,1.0
142,B78,Estrongiloidíase,1.0,,,2.0,,,,,,,,,1.0
143,B79,Tricuríase,,,,,,,,,,,,,1.0
144,B80,Oxiuríase,,,,,,,,,,,,,1.0
145,B81,"Outras helmintíases intestinais, não classificadas em outra parte",,1.0,,,,,,,,,,,1.0
146,B82,Parasitose intestinal não especificada,,,,1.0,,,1.0,,,1.0,1.0,,1.0
147,B83,Outras helmintíases,,,,1.0,,,,,1.0,1.0,,,1.0
148,B85,Pediculose e ftiríase,,,,,,,,,,,1.0,,1.0
149,B86,Escabiose [sarna],,5.0,3.0,9.0,3.0,7.0,5.0,5.0,3.0,8.0,5.0,1.0,1.0
150,B87,Miíase,,1.0,,4.0,1.0,2.0,2.0,,1.0,3.0,3.0,1.0,1.0
151,B88,Outras infestações,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0
152,B89,Doença parasitária não especificada,,,,,,1.0,,,,,,,1.0
153,B90,Seqüelas de tuberculose,15.0,14.0,10.0,20.0,21.0,13.0,15.0,16.0,13.0,12.0,11.0,10.0,1.0
154,B91,Seqüelas de poliomielite,18.0,26.0,26.0,23.0,29.0,23.0,21.0,22.0,22.0,36.0,36.0,20.0,1.0
155,B92,Seqüelas de hanseníase [lepra],32.0,62.0,45.0,65.0,53.0,48.0,64.0,57.0,53.0,54.0,48.0,30.0,1.0
156,B97,Vírus como causa de doenças classificadas em outros capítulos,4.0,5.0,2.0,7.0,6.0,4.0,11.0,8.0,6.0,11.0,10.0,4.0,1.0
157,B99,Outras doenças infecciosas,4.0,6.0,4.0,5.0,4.0,4.0,6.0,7.0,4.0,3.0,3.0,3.0,1.0
158,C00,Neoplasia maligna do lábio,8.0,13.0,14.0,6.0,12.0,10.0,8.0,11.0,15.0,14.0,10.0,7.0,2.0
159,C01,Neoplasia maligna da base da língua,17.0,34.0,24.0,27.0,19.0,25.0,23.0,28.0,13.0,25.0,20.0,12.0,2.0
160,C03,Neoplasia maligna da gengiva,4.0,4.0,1.0,6.0,5.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0
161,C04,Neoplasia maligna do assoalho da boca,19.0,29.0,18.0,13.0,25.0,20.0,31.0,18.0,18.0,13.0,15.0,20.0,2.0
162,C05,Neoplasia maligna do pálato,8.0,20.0,11.0,15.0,14.0,14.0,17.0,15.0,18.0,15.0,17.0,11.0,2.0
163,C07,Neoplasia maligna da glândula parótida,13.0,11.0,8.0,22.0,20.0,12.0,13.0,10.0,8.0,13.0,15.0,13.0,2.0
164,C09,Neoplasia maligna da amígdala,15.0,10.0,20.0,16.0,18.0,16.0,8.0,20.0,30.0,15.0,15.0,21.0,2.0
165,C10,Neoplasia maligna da orofaringe,51.0,44.0,44.0,55.0,48.0,51.0,44.0,58.0,50.0,68.0,47.0,45.0,2.0
166,C11,Neoplasia maligna da nasofaringe,25.0,19.0,23.0,32.0,20.0,25.0,19.0,16.0,28.0,27.0,17.0,21.0,2.0
167,C12,Neoplasia maligna do seio piriforme,1.0,5.0,2.0,4.0,5.0,5.0,10.0,6.0,5.0,3.0,7.0,3.0,2.0
168,C13,Neoplasia maligna da hipofaringe,17.0,26.0,17.0,23.0,28.0,16.0,25.0,24.0,14.0,15.0,24.0,11.0,2.0
169,C15,Neoplasia maligna do esôfago,112.0,117.0,92.0,120.0,115.0,92.0,107.0,126.0,126.0,127.0,110.0,94.0,2.0
170,C16,Neoplasia maligna do estômago,196.0,258.0,214.0,234.0,221.0,204.0,245.0,269.0,264.0,268.0,231.0,197.0,2.0
171,C17,Neoplasia maligna do intestino delgado,10.0,20.0,21.0,25.0,21.0,22.0,21.0,17.0,20.0,20.0,16.0,14.0,2.0
172,C18,Neoplasia maligna do cólon,317.0,392.0,371.0,340.0,348.0,312.0,335.0,347.0,427.0,346.0,320.0,273.0,2.0
173,C19,Neoplasia maligna da junção retossigmóide,52.0,60.0,36.0,53.0,37.0,30.0,50.0,65.0,46.0,48.0,49.0,39.0,2.0
174,C20,Neoplasia maligna do reto,154.0,208.0,147.0,210.0,195.0,177.0,224.0,216.0,251.0,219.0,210.0,175.0,2.0
175,C21,Neoplasia maligna do ânus e do canal anal,22.0,31.0,28.0,38.0,24.0,37.0,41.0,39.0,39.0,38.0,25.0,30.0,2.0
176,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,52.0,53.0,41.0,54.0,53.0,51.0,62.0,70.0,67.0,64.0,57.0,49.0,2.0
177,C23,Neoplasia maligna da vesícula biliar,11.0,12.0,11.0,17.0,11.0,7.0,8.0,10.0,9.0,9.0,5.0,9.0,2.0
178,C25,Neoplasia maligna do pâncreas,52.0,73.0,73.0,83.0,66.0,55.0,79.0,95.0,84.0,60.0,82.0,64.0,2.0
179,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,3.0,5.0,2.0,2.0,2.0,5.0,4.0,6.0,7.0,5.0,6.0,,2.0
180,C31,Neoplasia maligna dos seios da face,7.0,7.0,7.0,12.0,7.0,7.0,7.0,12.0,11.0,14.0,9.0,8.0,2.0
181,C32,Neoplasia maligna da laringe,60.0,109.0,84.0,89.0,78.0,89.0,69.0,104.0,101.0,104.0,88.0,75.0,2.0
182,C33,Neoplasia maligna da traquéia,,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,,2.0
183,C34,Neoplasia maligna dos brônquios e dos pulmões,144.0,195.0,215.0,185.0,213.0,157.0,188.0,200.0,211.0,197.0,188.0,154.0,2.0
184,C37,Neoplasia maligna do timo,,6.0,3.0,4.0,5.0,2.0,6.0,4.0,3.0,7.0,2.0,7.0,2.0
185,C38,"Neoplasia maligna do coração, mediastino e pleura",16.0,13.0,8.0,12.0,13.0,14.0,11.0,16.0,17.0,8.0,11.0,16.0,2.0
186,C40,Neoplasia maligna dos ossos e cartilagens articulares dos memb r o  s,29.0,32.0,28.0,37.0,33.0,29.0,35.0,35.0,32.0,31.0,30.0,23.0,2.0
187,C43,Melanoma maligno da pele,87.0,88.0,100.0,88.0,101.0,93.0,113.0,89.0,115.0,104.0,95.0,74.0,2.0
188,C44,Outras neoplasias malignas da pele,133.0,136.0,144.0,145.0,161.0,153.0,149.0,157.0,161.0,166.0,142.0,120.0,2.0
189,C45,Mesotelioma,1.0,,4.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,2.0
190,C46,Sarcoma de Kaposi,2.0,7.0,8.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0
191,C48,Neoplasia maligna dos tecidos moles do retroperitônio e do peritô  n  i o,8.0,26.0,17.0,12.0,12.0,16.0,20.0,15.0,21.0,14.0,15.0,17.0,2.0
192,C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles,63.0,83.0,63.0,85.0,67.0,73.0,65.0,76.0,94.0,81.0,72.0,61.0,2.0
193,C50,Neoplasias [tumores] malignas(os) da mama,1353.0,1598.0,1516.0,1554.0,1575.0,1401.0,1616.0,1793.0,1986.0,1739.0,1551.0,1308.0,2.0
194,C51,Neoplasia maligna da vulva,5.0,8.0,10.0,7.0,6.0,10.0,9.0,8.0,3.0,9.0,9.0,8.0,2.0
195,C52,Neoplasia maligna da vagina,2.0,4.0,6.0,4.0,3.0,2.0,7.0,6.0,3.0,8.0,3.0,3.0,2.0
196,C53,Neoplasia maligna do colo do útero,300.0,350.0,380.0,382.0,382.0,362.0,407.0,399.0,445.0,402.0,343.0,288.0,2.0
197,C54,Neoplasia maligna do corpo do útero,74.0,81.0,85.0,70.0,80.0,75.0,71.0,95.0,88.0,80.0,79.0,79.0,2.0
198,C55,"Neoplasia maligna do útero, porção não especificada",15.0,10.0,9.0,16.0,11.0,10.0,4.0,11.0,14.0,12.0,12.0,10.0,2.0
199,C56,Neoplasia maligna do ovário,101.0,135.0,130.0,128.0,125.0,104.0,119.0,148.0,159.0,117.0,115.0,111.0,2.0
200,C58,Neoplasia maligna da placenta,6.0,6.0,8.0,5.0,2.0,5.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0
201,C60,Neoplasia maligna do pênis,21.0,19.0,26.0,27.0,27.0,20.0,20.0,27.0,25.0,28.0,18.0,19.0,2.0
202,C61,Neoplasia maligna da próstata,444.0,455.0,461.0,508.0,489.0,413.0,561.0,574.0,612.0,527.0,550.0,450.0,2.0
203,C62,Neoplasia maligna dos testículos,68.0,109.0,88.0,101.0,89.0,81.0,93.0,101.0,92.0,102.0,85.0,83.0,2.0
204,C64,"Neoplasia maligna do rim, exceto pelve renal",110.0,123.0,131.0,136.0,126.0,109.0,147.0,165.0,167.0,128.0,129.0,105.0,2.0
205,C65,Neoplasia maligna da pelve renal,3.0,15.0,6.0,8.0,9.0,6.0,8.0,2.0,11.0,8.0,4.0,6.0,2.0
206,C66,Neoplasia maligna dos ureteres,,4.0,2.0,,,2.0,,1.0,1.0,,,3.0,2.0
207,C67,Neoplasia maligna da bexiga,59.0,90.0,62.0,76.0,81.0,63.0,93.0,87.0,83.0,77.0,64.0,70.0,2.0
208,C68,Neoplasia maligna de outros órgãos urinários e dos não especific  a  d  o  s,4.0,4.0,5.0,2.0,5.0,8.0,7.0,9.0,8.0,6.0,4.0,5.0,2.0
209,C69,Neoplasia maligna do olho e anexos,16.0,9.0,13.0,15.0,11.0,16.0,16.0,12.0,15.0,8.0,17.0,18.0,2.0
210,C70,Neoplasia maligna das meninges,5.0,3.0,6.0,8.0,9.0,5.0,4.0,10.0,5.0,6.0,7.0,4.0,2.0
211,C71,Neoplasia maligna do encéfalo,129.0,163.0,136.0,137.0,110.0,133.0,137.0,159.0,140.0,110.0,107.0,107.0,2.0
212,C73,Neoplasia maligna da glândula tireóide,253.0,307.0,275.0,304.0,285.0,253.0,323.0,338.0,371.0,345.0,271.0,277.0,2.0
213,C74,Neoplasia maligna da glândula supra-renal,6.0,6.0,12.0,4.0,4.0,8.0,5.0,6.0,4.0,7.0,4.0,8.0,2.0
214,C78,Neoplasia maligna secundária dos órgãos respiratórios e digestiv o  s,12.0,13.0,17.0,14.0,11.0,10.0,14.0,6.0,15.0,12.0,12.0,12.0,2.0
215,C79,Neoplasia maligna secundária de outras localizações,10.0,25.0,12.0,16.0,15.0,10.0,10.0,14.0,16.0,17.0,18.0,18.0,2.0
216,C80,"Neoplasia maligna, sem especificação de localização",51.0,61.0,49.0,63.0,65.0,62.0,58.0,80.0,69.0,78.0,58.0,60.0,2.0
217,C81,Doença de Hodgkin,73.0,107.0,102.0,78.0,88.0,69.0,65.0,112.0,98.0,85.0,80.0,72.0,2.0
218,C82,"Linfoma não-Hodgkin, folicular (nodular)",27.0,42.0,35.0,33.0,35.0,35.0,29.0,42.0,47.0,35.0,24.0,27.0,2.0
219,C83,Linfoma não-Hodgkin difuso,61.0,97.0,86.0,83.0,75.0,69.0,80.0,80.0,92.0,59.0,70.0,57.0,2.0
220,C84,Linfomas de células T cutâneas e periféricas,13.0,20.0,16.0,16.0,19.0,8.0,18.0,19.0,18.0,16.0,10.0,8.0,2.0
221,C85,Linfoma não-Hodgkin de outros tipos e de tipo não especificado,58.0,43.0,52.0,45.0,40.0,46.0,52.0,46.0,63.0,51.0,39.0,39.0,2.0
222,C88,Doenças imunoproliferativas malignas,1.0,6.0,3.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,,6.0,2.0
223,C90,Mieloma múltiplo e neoplasias malignas de plasmócitos,46.0,51.0,51.0,52.0,60.0,43.0,54.0,51.0,57.0,57.0,55.0,40.0,2.0
224,C91,Leucemia linfóide,29.0,49.0,29.0,30.0,43.0,46.0,46.0,47.0,70.0,48.0,49.0,38.0,2.0
