,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
27,A35,Outros tipos de tétano,,,,1.0,,1.0,,,,,,,1.0
28,A36,Difteria,,,,,,,,,,,,,1.0
29,A37,Coqueluche,1.0,,,,,,,,,,1.0,,1.0
30,A38,Escarlatina,,,,,,,,,,,,,1.0
31,A39,Infecção meningogócica,,,,,,,,,,,,1.0,1.0
32,A40,Septicemia estreptocócica,,,,,,,,,,,,,1.0
33,A41,Outras septicemias,,,,1.0,,,,,,,,,1.0
34,A42,Actinomicose,,,,,,,,,,,,,1.0
35,A43,Nocardiose,,,,,,,,,,,,,1.0
36,A44,Bartonelose,,,,,,,,,,,,,1.0
37,A46,Erisipela,3.0,2.0,4.0,2.0,7.0,4.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0
38,A48,Outras doenças bacterianas não classificadas em outra parte,,,2.0,,,,,1.0,,2.0,,,1.0
39,A49,Infecção bacteriana de local não especificado,1.0,,1.0,,,2.0,,,2.0,2.0,2.0,,1.0
40,A50,Sífilis congênita,,,,,,,,,,,,,1.0
41,A51,Sífilis precoce,,,,,,,,,,,,,1.0
42,A52,Sífilis tardia,,,,,,,,,,,,,1.0
43,A53,Outras formas e as não especificadas da sífilis,,,,,,,,,,,,,1.0
44,A54,Infecção gonocócica,,,,,,,,,,,,,1.0
45,A55,Linfogranuloma (venéreo) por clamídia,,,,,,,,,,,,,1.0
46,A56,Outras infecções causadas por clamídias transmitidas por via se x  u  a l,,,,,,,,,,,,,1.0
47,A57,Cancro mole,,,,,,,,,,,,,1.0
48,A58,Granuloma inguinal,,,,,,,,,,,,,1.0
49,A59,Tricomoníase,,,,,,,,,,,,,1.0
50,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],,,,,,,,,,,,,1.0
51,A64,"Doenças sexualmente transmitidas, não especificadas",,,,,,,,,,,,,1.0
52,A65,Sífilis não-venérea,,,,,,,,,,,,,1.0
53,A66,Bouba,,,,,,,,,,,,,1.0
54,A67,Pinta [carate],,,,,,,,,,,,,1.0
55,A68,Febres recorrentes [Borrelioses],,,,,,,,,,,,,1.0
56,A69,Outras infecções por espiroquetas,,,,,,,,,,,,,1.0
57,A70,Infecções causadas por Clamídia psittaci,,,,,,,,,,,,,1.0
58,A71,Tracoma,,,,,,,,,,,,,1.0
59,A74,Outras doenças causadas por Clamídias,,,,,,,,,,,,,1.0
60,A75,Tifo exantemático,,,,,,,,,,,,,1.0
61,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],,,,,,,,,,,,,1.0
62,A78,Febre Q,,,,,,,,,,,,,1.0
63,A79,Outras rickettsioses,,,,,,,,,,,,,1.0
64,A80,Poliomielite aguda,,,,,,,,,,,,,1.0
65,A81,Infecções por vírus lentos do sistema nervoso central,,,,,,,,,,,,,1.0
66,A82,Raiva,,,,,,,,,,,,,1.0
67,A83,Encefalite por vírus transmitidos por mosquitos,,,,,,,,,,,,,1.0
68,A84,Encefalite por vírus transmitido por carrapatos,,,,,,,,,,,,,1.0
69,A85,"Outras encefalites virais, não classificadas em outra parte",,,,,,,,,,,,,1.0
70,A86,"Encefalite viral, não especificada",,,,,,,,,,,,,1.0
71,A87,Meningite viral,,,,,,,,,,,,,1.0
72,A89,Infecções virais não especificadas do sistema nervoso central,,,,,,,,,,,,,1.0
73,A90,Dengue [dengue clássico],,3.0,1.0,4.0,,,,4.0,,2.0,,,1.0
74,A91,Febre hemorrágica devida ao vírus do dengue,,,,,,,,,,,,,1.0
75,A92,Outras febres virais transmitidas por mosquitos,,,,,,,,,,,,,1.0
76,A94,"Febre viral transmitida por artrópodes, não especificada",,,,,,,,,,,,,1.0
77,A95,Febre amarela,,,,,,,,,,,,,1.0
78,A96,Febre hemorrágica por arenavírus,,,,,,,,,,,,,1.0
79,A98,"Outras febres hemorrágicas por vírus, não classificadas em outra    p  a  r t",,,,,,,,,,,,,1.0
80,A99,Febres hemorrágicas virais não especificadas,,,,,,,,,,,,,1.0
81,B00,Infecções pelo vírus do herpes [herpes simples],,,,,,,,,,,,,1.0
82,B01,Varicela,,1.0,,,,,,,,,,1.0,1.0
83,B02,Herpes zoster [Zona],,,,,,1.0,,,,,,,1.0
84,B03,Varíola,,,,,,,,,,,,,1.0
85,B04,Varíola dos macacos [Monkeypox],,,,,,,,,,,,,1.0
86,B05,Sarampo,,,,,,,,,,,,,1.0
87,B06,Rubéola,,,,,,,,,,,,,1.0
88,B07,Verrugas de origem viral,,,,,,,,,,,,,1.0
89,B15,Hepatite aguda A,1.0,,,2.0,,3.0,2.0,3.0,1.0,2.0,,,1.0
90,B16,Hepatite aguda B,,,,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0
91,B17,Outras hepatites virais agudas,,,1.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0
92,B18,Hepatite viral crônica,7.0,6.0,3.0,9.0,6.0,6.0,7.0,5.0,5.0,5.0,1.0,7.0,1.0
93,B19,Hepatite viral não especificada,,,1.0,,,,,,1.0,,,,1.0
94,B24,Doença pelo vírus da imunodeficiência humana [HIV] não especi f i c a  d  a,4.0,10.0,9.0,5.0,5.0,10.0,4.0,6.0,6.0,7.0,,5.0,1.0
95,B25,Doença por citomegalovírus,,1.0,,,,,,,,,,,1.0
96,B26,Caxumba [Parotidite epidêmica],,,,,,,,,,,,,1.0
97,B27,Mononucleose infecciosa,,,,,,,,,,,,,1.0
98,B30,Conjuntivite viral,,,,,,,1.0,,,,,,1.0
99,B33,Outras doenças por vírus não classificada em outra parte,,,,,,,,,,,,,1.0
100,B34,"Doenças por vírus, de localização não especificada",,,,,,,,,,,,,1.0
101,B35,Dermatofitose,2.0,1.0,3.0,5.0,7.0,2.0,1.0,2.0,6.0,2.0,4.0,4.0,1.0
102,B36,Outras micoses superficiais,1.0,,1.0,3.0,2.0,,1.0,1.0,1.0,,,,1.0
103,B37,Candidíase,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,1.0
104,B38,Coccidioidomicose,,,,,,,,,,,,,1.0
105,B39,Histoplasmose,,,,,,,,,1.0,,,,1.0
106,B40,Blastomicose,,,,,,,1.0,,,,,,1.0
107,B41,Paracoccidioidomicose,2.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0
108,B42,Esporotricose,1.0,,,,,,2.0,,1.0,1.0,3.0,1.0,1.0
109,B43,Cromomicose e abscesso feomicótico,,,,1.0,,,,,1.0,2.0,,,1.0
110,B44,Aspergilose,,,,,,,,,,,,,1.0
111,B45,Criptococose,,,,,,,1.0,,,,,,1.0
112,B46,Zigomicose,,,,,,,,,,,,,1.0
113,B47,Micetoma,,,,,,,,,,,,,1.0
114,B48,"Outras micoses, não classificadas em outra parte",1.0,,,,,,,,,,,,1.0
115,B49,Micose não especificada,,,,,,,,1.0,,,,,1.0
116,B50,Malária por Plasmodium falciparum,,,,,1.0,,,,,,,,1.0
117,B51,Malária por Plasmodium vivax,,,1.0,1.0,2.0,,3.0,,,1.0,,1.0,1.0
118,B52,Malária por Plasmodium malariae,,,,,,,,,,,,,1.0
119,B53,Outras formas de malária confirmadas por exames parasitológico  s,,,,,,,,,,,,,1.0
120,B54,Malária não especificada,1.0,,,,1.0,1.0,,,3.0,,1.0,,1.0
121,B55,Leishmaniose,9.0,9.0,15.0,16.0,13.0,12.0,21.0,10.0,20.0,21.0,23.0,14.0,1.0
122,B56,Tripanossomíase africana,,,,,,,,,,,,,1.0
123,B57,Doença de Chagas,,,,,,,,,,,,,1.0
124,B58,Toxoplasmose,1.0,,,,,,,,,,,,1.0
125,B59,Pneumocistose,,,,,,,,,,1.0,,,1.0
126,B64,Doença não especificada devida a protozoários,,,,,,,,,,,,,1.0
127,B65,Esquistossomose [bilharziose] [Schistosomíase],,,,,,,,,,,,,1.0
128,B66,Outras infestações por trematódeos,,,,,,,,,,,,,1.0
129,B67,Equinococose,,,,,,,,,,,,,1.0
130,B68,Infestação por Taenia,,,,,,,,,,,,,1.0
131,B69,Cisticercose,,,,,,,1.0,,,,,,1.0
132,B70,Difilobotríase e esparganose,,,,,,,,,,,,,1.0
133,B71,Outras infestações por cestóides,,,,,,,,,,,,,1.0
134,B72,Dracontíase,,,,,,,,,,,,,1.0
135,B73,Oncocercose,,,,,,,,,,,,,1.0
136,B74,Filariose,,,,,,,,,1.0,,,,1.0
137,B75,Triquinose,,,,,,,,,,,,,1.0
138,B76,Ancilostomíase,,,,,,,,,,,,,1.0
139,B77,Ascaridíase,,,,,,,,,,,,,1.0
140,B78,Estrongiloidíase,,,,,,,,,,,,,1.0
141,B79,Tricuríase,,,,,,,,,,,,,1.0
142,B80,Oxiuríase,,,,,,,,,,,,,1.0
143,B81,"Outras helmintíases intestinais, não classificadas em outra parte",,,,,,,,,,,,,1.0
144,B82,Parasitose intestinal não especificada,,,,,,,,,,,,,1.0
145,B83,Outras helmintíases,,,,,,,,,,,,,1.0
146,B85,Pediculose e ftiríase,,,,,,,,,,,,,1.0
147,B86,Escabiose [sarna],,,1.0,,,,,,,1.0,,,1.0
148,B87,Miíase,,,,1.0,,,,,,,,,1.0
149,B88,Outras infestações,,,,,,,,,,,,,1.0
150,B89,Doença parasitária não especificada,,,,,,,,,,,,,1.0
151,B90,Seqüelas de tuberculose,,,,,,,,,1.0,,,,1.0
152,B91,Seqüelas de poliomielite,,1.0,,,,,,,1.0,,,,1.0
153,B92,Seqüelas de hanseníase [lepra],,,1.0,,,,,,1.0,,,,1.0
154,B97,Vírus como causa de doenças classificadas em outros capítulos,,,,,,,,,,,,,1.0
155,B99,Outras doenças infecciosas,,,,,,,,,,,,,1.0
156,C00,Neoplasia maligna do lábio,,,,,,,,,,,,,2.0
157,C01,Neoplasia maligna da base da língua,,,,,,,,,,,,,2.0
158,C03,Neoplasia maligna da gengiva,,,,,,,,,,,,,2.0
159,C04,Neoplasia maligna do assoalho da boca,,,,,,,,,,,,,2.0
160,C05,Neoplasia maligna do pálato,,,,,,,,,,,,,2.0
161,C07,Neoplasia maligna da glândula parótida,,,,,,,,,,,,1.0,2.0
162,C09,Neoplasia maligna da amígdala,,,,,,,,,,,,,2.0
163,C10,Neoplasia maligna da orofaringe,,,,1.0,,,,,,,,,2.0
164,C11,Neoplasia maligna da nasofaringe,,,,,,,,,,,,,2.0
165,C12,Neoplasia maligna do seio piriforme,,,,,,,,,,,,,2.0
166,C13,Neoplasia maligna da hipofaringe,,,,,,,,,,,,,2.0
167,C15,Neoplasia maligna do esôfago,,,,,,,,,,,,,2.0
168,C16,Neoplasia maligna do estômago,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,,2.0,,1.0,2.0
169,C17,Neoplasia maligna do intestino delgado,,,,,,,,,,,,,2.0
170,C18,Neoplasia maligna do cólon,,,,,,1.0,,,,,,,2.0
171,C19,Neoplasia maligna da junção retossigmóide,,,,,,,,,,,,,2.0
172,C20,Neoplasia maligna do reto,,,,1.0,,,,,1.0,,,,2.0
173,C21,Neoplasia maligna do ânus e do canal anal,,,,,,,,,,,,,2.0
174,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,,,,,,,,,,,,,2.0
175,C23,Neoplasia maligna da vesícula biliar,,,,,,,,,,,,,2.0
176,C25,Neoplasia maligna do pâncreas,,1.0,1.0,,,,,2.0,1.0,,1.0,,2.0
177,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,,,,,,,,,,,,,2.0
178,C31,Neoplasia maligna dos seios da face,1.0,1.0,,1.0,,,,,1.0,,,,2.0
179,C32,Neoplasia maligna da laringe,2.0,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,2.0
180,C33,Neoplasia maligna da traquéia,,,,,,,,,,,,,2.0
181,C34,Neoplasia maligna dos brônquios e dos pulmões,4.0,2.0,,5.0,3.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0
182,C37,Neoplasia maligna do timo,,,,,,,,,,,,,2.0
183,C38,"Neoplasia maligna do coração, mediastino e pleura",,,,,,,,,,,,,2.0
184,C40,Neoplasia maligna dos ossos e cartilagens articulares dos memb r o  s,,1.0,,1.0,,,2.0,,,,,,2.0
185,C43,Melanoma maligno da pele,1.0,1.0,,,1.0,,,,,,1.0,1.0,2.0
186,C44,Outras neoplasias malignas da pele,21.0,23.0,35.0,28.0,33.0,29.0,24.0,21.0,30.0,23.0,16.0,20.0,2.0
187,C45,Mesotelioma,,,,,,,,,,,,,2.0
188,C46,Sarcoma de Kaposi,,,,,,,,,,,,,2.0
189,C48,Neoplasia maligna dos tecidos moles do retroperitônio e do peritô  n  i o,,,,,,,,,,,,,2.0
190,C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles,,,,1.0,1.0,1.0,,,,,,,2.0
191,C50,Neoplasias [tumores] malignas(os) da mama,,,,,,,,,,2.0,,1.0,2.0
192,C51,Neoplasia maligna da vulva,,,,,,,,,,,,,2.0
193,C52,Neoplasia maligna da vagina,,,,,,,,,,,,,2.0
194,C53,Neoplasia maligna do colo do útero,,,,,,,,,,,,,2.0
195,C54,Neoplasia maligna do corpo do útero,,,,,,,,,,,,,2.0
196,C55,"Neoplasia maligna do útero, porção não especificada",,,,,,,,,,,,,2.0
197,C56,Neoplasia maligna do ovário,,,,,,,,,,,,,2.0
198,C58,Neoplasia maligna da placenta,,,,,,,,,,,,,2.0
199,C60,Neoplasia maligna do pênis,,,,,,,,,,,,,2.0
200,C61,Neoplasia maligna da próstata,,,1.0,1.0,1.0,1.0,,,1.0,,,,2.0
201,C62,Neoplasia maligna dos testículos,,,1.0,,,,,,,,,,2.0
202,C64,"Neoplasia maligna do rim, exceto pelve renal",,,,,,,,,,1.0,,,2.0
203,C65,Neoplasia maligna da pelve renal,,,,,,,,,,,,,2.0
204,C66,Neoplasia maligna dos ureteres,,,,,,,,,,,,,2.0
205,C67,Neoplasia maligna da bexiga,,,,1.0,,1.0,3.0,,1.0,1.0,,1.0,2.0
206,C68,Neoplasia maligna de outros órgãos urinários e dos não especific  a  d  o  s,,,,,,,,,,,,,2.0
207,C69,Neoplasia maligna do olho e anexos,,,1.0,,,1.0,,,,,,,2.0
208,C70,Neoplasia maligna das meninges,,,,,,,,,,,,,2.0
209,C71,Neoplasia maligna do encéfalo,,,,,,,,,,,1.0,,2.0
210,C73,Neoplasia maligna da glândula tireóide,,,,,,,,,,,,,2.0
211,C74,Neoplasia maligna da glândula supra-renal,,,,,,,,,,,,,2.0
212,C78,Neoplasia maligna secundária dos órgãos respiratórios e digestiv  o s,,,,,,,,,,,,,2.0
213,C79,Neoplasia maligna secundária de outras localizações,,,,,,,,,,,,,2.0
214,C80,"Neoplasia maligna, sem especificação de localização",1.0,,1.0,,,1.0,1.0,,,1.0,,,2.0
215,C81,Doença de Hodgkin,,,1.0,,,1.0,,,,,,,2.0
216,C82,"Linfoma não-Hodgkin, folicular (nodular)",,,,,,,,,,,,1.0,2.0
217,C83,Linfoma não-Hodgkin difuso,,,,1.0,1.0,,,,1.0,,,,2.0
218,C84,Linfomas de células T cutâneas e periféricas,,,,,,,,,,1.0,1.0,,2.0
219,C85,Linfoma não-Hodgkin de outros tipos e de tipo não especificado,,,,,,,,,,,,,2.0
220,C88,Doenças imunoproliferativas malignas,,,,,,,,,,,,,2.0
221,C90,Mieloma múltiplo e neoplasias malignas de plasmócitos,,,,,,,,,,,,,2.0
222,C91,Leucemia linfóide,1.0,2.0,,2.0,,,,1.0,2.0,1.0,,1.0,2.0
223,C92,Leucemia mielóide,1.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0
224,C93,Leucemia monocítica,,,,,,,,,,,,,2.0
225,C94,Outras leucemias de células de tipo especificado,,,,,,,,,,,,,2.0
226,C95,Leucemia de tipo celular não especificado,,,1.0,1.0,,,,2.0,,,,,2.0
227,D00,"Carcimona in situ da cavidade oral, do esôfago e do estômago",,,,,,,,,,,,,2.0
228,D01,Carcimona in situ de outros órgãos digestivos,,,,,,,,,,,,,2.0
229,D02,Carcinoma in situ do ouvido médio e do aparelho respiratório,,,,,,,,,,,,,2.0
230,D03,Melanoma in situ,,,,,,,,,,,,,2.0
231,D04,Carcinoma in situ da pele,1.0,4.0,,,,,,,1.0,,1.0,,2.0
232,D05,Carcinoma in situ da mama,,,,,,,,,,,,,2.0
233,D06,Carcinoma in situ do colo do útero (cérvix),,,,,,,,,,,,,2.0
234,D07,Carcinoma in situ de outros órgãos genitais e dos não especifica d  o  s,,,,,,,,,,,,,2.0
235,D09,Carcinoma in situ de outras localizações e das não especificadas,,,,,,,,,1.0,,,,2.0
236,D10,Neoplasia benigna da boca e da faringe,,,,,,,,,,,,,2.0
237,D11,Neoplasia benigna de glândulas salivares maiores,,,,,,,,,,,,,2.0
238,D12,"Neoplasia benigna do cólon, reto, canal anal e ânus",,,,,,,,,,,,,2.0
239,D14,Neoplasia benigna do ouvido médio e do aparelho respiratório,,,,,,,,,,,,,2.0
240,D16,Neoplasia benigna de osso e de cartilagem articular,,1.0,,,2.0,,,,,2.0,1.0,,2.0
241,D17,Neoplasia lipomatosa benigna,,,,,,,,,,,,,2.0
242,D18,Hemangioma e linfangioma de qualquer localização,,,,,,,,,,,,,2.0
243,D19,Neoplasia benigna de tecido mesotelial,,,,,,,,,,,,,2.0
244,D20,Neoplasia benigna de tecido mole do retroperitônio e do peritônio,,,,,,,,,,,,,2.0
245,D22,Nevos melanocíticos,,,,,,,,,,,,,2.0
246,D23,Outras neoplasias benignas da pele,,,,1.0,,,,1.0,,,1.0,,2.0
247,D24,Neoplasia benigna da mama,,,,,,,,,,,,,2.0
248,D25,Leiomioma do útero,,,1.0,,1.0,1.0,3.0,1.0,,1.0,2.0,,2.0
249,D26,Outras neoplasias benignas do útero,,,,,,,,,,,,,2.0
250,D27,Neoplasia benigna do ovário,,,,,,,,,,,,,2.0
251,D29,Neoplasia benigna dos órgãos genitais masculinos,,,,,,,,,,,,,2.0
252,D30,Neoplasia benigna dos órgãos urinários,,,,,,,,,,,,,2.0
253,D31,Neoplasia benigna do olho e anexos,,,,,,,,,,,,,2.0
254,D32,Neoplasia benigna das meninges,,,1.0,,,,,,,,,,2.0
255,D34,Neoplasia benigna da glândula tireóide,,,,,,,,,,,,,2.0
256,D42,Neoplasia de comportamento incerto ou desconhecido das menin  g  e  s,,,,,,,,,,,,,2.0
257,D45,Policitemia vera,,,,,,,,,,,,,2.0
258,D46,Síndromes mielodisplásicas,1.0,1.0,,,1.0,,1.0,,,,,,2.0
259,D50,Anemia por deficiência de ferro,,,,,,,,,,,,,3.0
260,D52,Anemia por deficiência de folato,,,,,,,,,,,,,3.0
261,D53,Outras anemias nutricionais,,,,,,,,,,,,,3.0
262,D55,Anemia devida a transtornos enzimáticos,,,,,,,,,,,,,3.0
263,D56,Talassemia,,,,,,,,,,,,,3.0
264,D57,Transtornos falciformes,,,,,,,,,,,,,3.0
265,D58,Outras anemias hemolíticas hereditárias,,,,,,,,,,,,,3.0
266,D59,Anemia hemolítica adquirida,,,,,,,,,,,,,3.0
267,D60,"Aplasia pura da série vermelha, adquirida [eritroblastopenia]",,,,,,,,,,,,,3.0
268,D61,Outras anemias aplásticas,,,,,,,1.0,1.0,1.0,,,1.0,3.0
269,D62,Anemia aguda pós-hemorrágica,,,,,,,,,,,,,3.0
270,D63*,Anemia em doenças crônicas classificadas em outra parte,,,,,,,,,,,,,3.0
271,D64,Outras anemias,,,,,,,,,,,,,3.0
272,D65,Coagulação intravascular disseminada [síndrome de desfibrinaçã  o  ],,,,,,,,,,,,,3.0
273,D66,Deficiência hereditária do fator VIII,,,,,,,,,,,,,3.0
274,D67,Deficiência hereditária do fator IX,,,,,,,,,,,,,3.0
275,D68,Outros defeitos da coagulação,,,,,,,,,,,,,3.0
276,D69,Púrpura e outras afecções hemorrágicas,3.0,2.0,3.0,5.0,3.0,,2.0,1.0,1.0,4.0,3.0,3.0,3.0
277,D70,Agranulocitose,,,,1.0,,,,,2.0,,,,3.0
278,D71,Transtornos funcionais dos neutrófilos polimorfonucleares,,,,,,,,,,,,,3.0
279,D72,Outros transtornos dos glóbulos brancos,1.0,,,,,,,1.0,,1.0,,,3.0
280,D73,Doenças do baço,,,,,,,1.0,,1.0,,,,3.0
281,D74,Metemoglobinemia,,,,,,,,,,,,,3.0
282,D75,Outras doenças do sangue e dos órgãos hematopoéticos,,,1.0,,,,,,,,,,3.0
283,D80,Imunodeficiência com predominância de defeitos de anticorpos,,,,,,,,,,,,,3.0
284,D81,Deficiências imunitárias combinadas,,,,,,,,,,,,,3.0
285,D82,"Imunodeficiência associada com outros defeitos ""major""",,,,,,,,,,,,,3.0
286,D83,Imunodeficiência comum variável,,,,,,,,,,,,,3.0
287,D84,Outras imunodeficiências,,,,,,,,,,,,,3.0
288,D86,Sarcoidose,,,,,,,,,,,,,3.0
289,E00,Síndrome de deficiência congênita de iodo,,,,,,,,,,,,,4.0
290,E02,Hipotireoidismo subclínico por deficiência de iodo,,,,,,,,,,,,,4.0
291,E03,Outros hipotireoidismos,,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,4.0
292,E04,Outros bócios não-tóxicos,,,,,,,,,,,,,4.0
293,E05,Tireotoxicose [hipertireoidismo],,,,,1.0,,,,,,,,4.0
294,E06,Tireoidite,,,,,,,,,,,,,4.0
295,E07,Outros transtornos da tireóide,,,,,,,,,,,,,4.0
296,E10,Diabetes mellitus insulino-dependente,3.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,8.0,4.0
297,E11,Diabetes mellitus não-insulino-dependente,2.0,6.0,2.0,1.0,4.0,3.0,,4.0,2.0,1.0,3.0,2.0,4.0
298,E12,Diabetes mellitus relacionado com a desnutrição,,,,,,,,,,,,,4.0
299,E13,Outros tipos especificados de diabetes mellitus,,,,,,,,,,,1.0,,4.0
300,E14,Diabetes mellitus não especificado,6.0,,2.0,3.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,2.0,4.0
301,E15,Coma hipoglicêmico não-diabético,,,,,,,,,,,,,4.0
302,E16,Outros transtornos da secreção pancreática interna,,,,,,,1.0,,,,,,4.0
303,E20,Hipoparatireoidismo,,,,,,,,,,,,,4.0
304,E21,Hiperparatireoidismo e outros transtornos da glândula paratireóid e,,,,,,,,,,,,,4.0
305,E22,Hiperfunção da hipófise,,,,,,,,,,,,,4.0
306,E23,Hipofunção e outros transtornos da hipófise,,,,,,,,,,,,,4.0
307,E24,Síndrome de Cushing,,,,,,,,,,,,,4.0
308,E25,Transtornos adrenogenitais,,,,,,,,,,,,,4.0
309,E26,Hiperaldosteronismo,,,,,,,,,,,,,4.0
310,E27,Outros transtornos da glândula supra-renal,,,,,,,,,,,,,4.0
311,E28,Disfunção ovariana,,,,,,,,,,,,,4.0
312,E29,Disfunção testicular,,,,,,,,,,,,,4.0
313,E30,Transtornos da puberdade não classificados em outra parte,,,,,,,,,,,,,4.0
314,E31,Disfunção poliglandular,,,,,,,,,,,,,4.0
315,E32,Doenças do timo,,,,,,,,,,,,,4.0
316,E34,Outros transtornos endócrinos,,,,,,,,,,,,,4.0
317,E40,Kwashiorkor,,,,,,,,,,,,,4.0
318,E41,Marasmo nutricional,,,,,,,,,,,,,4.0
319,E42,Kwashiorkor marasmático,,,,,,,,,,,,,4.0
320,E43,Desnutrição protéico-calórica grave não especificada,,,,,,,,,,,,,4.0
321,E44,Desnutrição protéico-calórica de graus moderado e leve,,,,,,,,,,,,,4.0
322,E45,Atraso do desenvolvimento devido à desnutrição protéico-calóric a,,,,,,,,,,,,,4.0
323,E46,Desnutrição protéico-calórica não especificada,,,,,,,,,,,,,4.0
324,E50,Deficiência de vitamina A,,,,,,,,,,,,,4.0
325,E51,Deficiência de tiamina,,,,,,,,,,,,,4.0
326,E52,Deficiência de niacina [pelagra],,,,,,,,,,,,,4.0
327,E53,Deficiência de outras vitaminas do grupo B,,,,,,,,,,,,,4.0
328,E54,Deficiência de ácido ascórbico,,,,,,,,,,,,,4.0
329,E55,Deficiência de vitamina D,,,,,,,,,,,,,4.0
330,E56,Outras deficiências vitamínicas,,,,,,,,,,,,,4.0
331,E58,Deficiência de cálcio da dieta,,,,,,,,,,,,,4.0
332,E59,Deficiência de selênio da dieta,,,,,,,,,,,,,4.0
333,E60,Deficiência de zinco da dieta,,,,,,,,,,,,,4.0
334,E61,Deficiência de outros elementos nutrientes,,,,,,,,,,,,,4.0
335,E63,Outras deficiências nutricionais,,,,,,,,,,,,,4.0
336,E64,Seqüelas de desnutrição e de outras deficiências nutricionais,,,,,,,,,,,,,4.0
337,E65,Adiposidade localizada,,,,,,,,,,,,,4.0
338,E66,Obesidade,,2.0,,1.0,,,1.0,1.0,1.0,,1.0,,4.0
339,E67,Outras formas de hiperalimentação,,,,,,,,,,,,,4.0
340,E68,Seqüelas de hiperalimentação,,,,,,,,,,,,,4.0
341,E70,Distúrbios do metabolismo de aminoácidos aromáticos,,,,,,,,,,,1.0,,4.0
342,E72,Outros distúrbios do metabolismo de aminoácidos,,,,,,,,,,,,,4.0
343,E73,Intolerância à lactose,,,,,,,,,,,,,4.0
344,E74,Outros distúrbios do metabolismo de carboidratos,,,,,,,,,,,,,4.0
