,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
59,A69,Outras infecções por espiroquetas,,,,,,,,,,,,,1.0
60,A70,Infecções causadas por Clamídia psittaci,,,,,,,,,,1.0,,,1.0
61,A71,Tracoma,,,,,,,,,1.0,,,,1.0
62,A74,Outras doenças causadas por Clamídias,,,,,,,,,,,,,1.0
63,A75,Tifo exantemático,,,,,,,,,,,,,1.0
64,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],,,,,,,,,,,,,1.0
65,A78,Febre Q,,,,,,,,,,,,,1.0
66,A79,Outras rickettsioses,,,,,,,,,,,,,1.0
67,A80,Poliomielite aguda,,,,,,,,,,,,,1.0
68,A81,Infecções por vírus lentos do sistema nervoso central,,,,,,,,,,,,,1.0
69,A82,Raiva,,,,,,,,,,,,,1.0
70,A83,Encefalite por vírus transmitidos por mosquitos,,,,,,,,,,,,,1.0
71,A84,Encefalite por vírus transmitido por carrapatos,,,,,,,,,,,,,1.0
72,A85,"Outras encefalites virais, não classificadas em outra parte",,,,,,,,,,,,,1.0
73,A86,"Encefalite viral, não especificada",,,,,,,,,,,,,1.0
74,A87,Meningite viral,,,,,,,,,,,,1.0,1.0
75,A88,Outras infecções virais do sistema nervoso central não classific,,,,,,,,,,,,,1.0
76,A89,Infecções virais não especificadas do sistema nervoso central,,,,,,,,,,,,,1.0
77,A90,Dengue [dengue clássico],2.0,2.0,4.0,3.0,7.0,13.0,,,2.0,,,1.0,1.0
78,A91,Febre hemorrágica devida ao vírus do dengue,,,,,,,,,,,,,1.0
79,A92,Outras febres virais transmitidas por mosquitos,,,,,,,,,,,,,1.0
80,A93,Outras febres por vírus transmitidas por artrópodes não classif,,,,,,,,,,,,,1.0
81,A94,"Febre viral transmitida por artrópodes, não especificada",,,,,,,,,,,,,1.0
82,A95,Febre amarela,,,,,,,,,,,,,1.0
83,A96,Febre hemorrágica por arenavírus,,,,,,,,,,,,,1.0
84,A98,"Outras febres hemorrágicas por vírus, não classificadas em ou",,,,,,,,,,,,,1.0
85,A99,Febres hemorrágicas virais não especificadas,,,,,,,,,,,,,1.0
86,B00,Infecções pelo vírus do herpes [herpes simples],1.0,,,,,,,,,,,,1.0
87,B01,Varicela,,,,,1.0,1.0,2.0,,,,2.0,,1.0
88,B02,Herpes zoster [Zona],,,,,,,,,,,,,1.0
89,B03,Varíola,,,,,,,,,,,,,1.0
90,B04,Varíola dos macacos [Monkeypox],,,,,,,,,,,,,1.0
91,B05,Sarampo,,,,,,,,,,,,,1.0
92,B06,Rubéola,,1.0,,,,,,,,,,,1.0
93,B07,Verrugas de origem viral,,,,,1.0,,,,,,,1.0,1.0
94,B08,Outras infecções virais caracterizadas por lesões da pele e das,,,,,,,,,,,,,1.0
95,B09,Infecção viral não especificada caracterizada por lesões da pe,,,,,,,,,,,,,1.0
96,B15,Hepatite aguda A,4.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0
97,B16,Hepatite aguda B,,,2.0,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0
98,B17,Outras hepatites virais agudas,1.0,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0
99,B18,Hepatite viral crônica,11.0,7.0,6.0,3.0,9.0,4.0,8.0,3.0,2.0,5.0,9.0,4.0,1.0
100,B19,Hepatite viral não especificada,,,1.0,,1.0,1.0,1.0,4.0,2.0,,,2.0,1.0
101,B20,"Doença pelo vírus da imunodeficiência humana [HIV], resultan",5.0,7.0,10.0,4.0,3.0,4.0,,3.0,6.0,3.0,5.0,1.0,1.0
102,B21,"Doença pelo vírus da imunodeficiência humana [HIV], resultan",,,,,,,,,,,,,1.0
103,B22,Doença pelo vírus da imunodeficiência humana [HIV] resultand,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0
104,B23,Doença pelo vírus da imunodeficiência humana [HIV] resultand,2.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0
105,B24,Doença pelo vírus da imunodeficiência humana [HIV] não espe,12.0,15.0,6.0,12.0,9.0,10.0,9.0,6.0,9.0,4.0,3.0,8.0,1.0
106,B25,Doença por citomegalovírus,,,,,,,,,,,,,1.0
107,B26,Caxumba [Parotidite epidêmica],,,,,,,,,,,,,1.0
108,B27,Mononucleose infecciosa,,,,,,,,1.0,,,,,1.0
109,B30,Conjuntivite viral,,,,,,,,,,,,,1.0
110,B33,Outras doenças por vírus não classificada em outra parte,,,,,,,,,,,,,1.0
111,B34,"Doenças por vírus, de localização não especificada",,,,,,,,,,,,,1.0
112,B35,Dermatofitose,4.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0
113,B36,Outras micoses superficiais,3.0,2.0,1.0,1.0,,,,1.0,3.0,,,2.0,1.0
114,B37,Candidíase,1.0,1.0,,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0
115,B38,Coccidioidomicose,,,,,,,,,,,,,1.0
116,B39,Histoplasmose,,,,,,1.0,,,,,,,1.0
117,B40,Blastomicose,,,,2.0,1.0,,,,1.0,,,,1.0
118,B41,Paracoccidioidomicose,2.0,6.0,4.0,3.0,2.0,12.0,4.0,12.0,8.0,2.0,5.0,4.0,1.0
119,B42,Esporotricose,,,,,,1.0,,,,,,,1.0
120,B43,Cromomicose e abscesso feomicótico,,,,1.0,,,,,,,,,1.0
121,B44,Aspergilose,,,,1.0,,,,,,,,,1.0
122,B45,Criptococose,,,,,,,,,,,,,1.0
123,B46,Zigomicose,,,,,,,,,,,,,1.0
124,B47,Micetoma,1.0,,,,,,,,,,,,1.0
125,B48,"Outras micoses, não classificadas em outra parte",,,,,1.0,,1.0,,,,,,1.0
126,B49,Micose não especificada,,,,,2.0,,1.0,,,,,,1.0
127,B50,Malária por Plasmodium falciparum,,,1.0,1.0,1.0,,1.0,,,,,2.0,1.0
128,B51,Malária por Plasmodium vivax,,2.0,2.0,,,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
129,B52,Malária por Plasmodium malariae,,,,,,,,,,,,,1.0
130,B53,Outras formas de malária confirmadas por exames parasitológ,,,,,,,,,,,,,1.0
131,B54,Malária não especificada,,,2.0,,,,,1.0,,1.0,1.0,,1.0
132,B55,Leishmaniose,12.0,13.0,14.0,11.0,20.0,14.0,18.0,9.0,12.0,13.0,6.0,5.0,1.0
133,B56,Tripanossomíase africana,,,,,,,,,,,,,1.0
134,B57,Doença de Chagas,1.0,1.0,,,,,,,,,,,1.0
135,B58,Toxoplasmose,,,,2.0,,,,,,1.0,,,1.0
136,B59,Pneumocistose,,,,,,,,1.0,,,,1.0,1.0
137,B60,"Outras doenças devidas a protozoários, não classificadas em o",,,,,,,,,,,,,1.0
138,B64,Doença não especificada devida a protozoários,,,,,,,,,,,,,1.0
139,B65,Esquistossomose [bilharziose] [Schistosomíase],,,,,,,,,,,,,1.0
140,B66,Outras infestações por trematódeos,,,,,,,,,,,,,1.0
141,B67,Equinococose,,,,,,,,1.0,,,,,1.0
142,B68,Infestação por Taenia,,,,,,,,,,,,,1.0
143,B69,Cisticercose,,,,,,,,,,,1.0,,1.0
144,B70,Difilobotríase e esparganose,,,,,,,,,,,,,1.0
145,B71,Outras infestações por cestóides,,,,,,,,,,,,,1.0
146,B72,Dracontíase,,,,,,,,,,,,,1.0
147,B73,Oncocercose,,,,,,,,,,,,,1.0
148,B74,Filariose,,,,,,,,,,,,,1.0
149,B75,Triquinose,,,,,,,,,,,,,1.0
150,B76,Ancilostomíase,,,,,,,,,,,,,1.0
151,B77,Ascaridíase,,,,,,,,,,,,,1.0
152,B78,Estrongiloidíase,,,,,,,,,,,,,1.0
153,B79,Tricuríase,,,,,,,,,,,,,1.0
154,B80,Oxiuríase,,,,,,,,,,,,,1.0
155,B81,"Outras helmintíases intestinais, não classificadas em outra par",,,,,,,,,,,,,1.0
156,B82,Parasitose intestinal não especificada,,,,,,,,,,,,,1.0
157,B83,Outras helmintíases,,,,,,,,,,,,,1.0
158,B85,Pediculose e ftiríase,,,,,,,,,,,,,1.0
159,B86,Escabiose [sarna],,,2.0,,,,1.0,,,,,,1.0
160,B87,Miíase,,,1.0,,,,,,,,,,1.0
161,B88,Outras infestações,,,,,,,,,,,,,1.0
162,B89,Doença parasitária não especificada,,,,,,,,,,,,,1.0
163,B90,Seqüelas de tuberculose,,,,1.0,,,2.0,1.0,1.0,1.0,,1.0,1.0
164,B91,Seqüelas de poliomielite,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0
165,B92,Seqüelas de hanseníase [lepra],,,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0
166,B94,Seqüelas de outras doenças infecciosas e parasitárias e das n,,,,,,2.0,,,1.0,,,,1.0
167,B95,Estreptococos e estafilococos como causa de doenças classifi,,,,,1.0,,,1.0,,1.0,,1.0,1.0
168,B96,"Outros agentes bacterianos, como causa de doenças classifica",,,1.0,,,,,,,,,,1.0
169,B97,Vírus como causa de doenças classificadas em outros capítulo,,,,,,,,,,,,,1.0
170,B99,Outras doenças infecciosas,,,,,,,,,,,,,1.0
171,C00,Neoplasia maligna do lábio,,,,,,,,,,,,,2.0
172,C01,Neoplasia maligna da base da língua,,,,,,,,,,,,,2.0
173,C02,Neoplasia maligna de outras partes e de partes não especifica,,,,,,,,,,,,,2.0
174,C03,Neoplasia maligna da gengiva,,,,,,,,,,,,,2.0
175,C04,Neoplasia maligna do assoalho da boca,,,,,,,,,,,,,2.0
176,C05,Neoplasia maligna do pálato,,,,,,1.0,,,,,,,2.0
177,C06,Neoplasia maligna de outras partes e de partes não especifica,,,,,,,,,,,,,2.0
178,C07,Neoplasia maligna da glândula parótida,,,,,,,,,,,,,2.0
179,C08,Neoplasia maligna de outras glândulas salivares maiores e as,,,,,,,,,,,,,2.0
180,C09,Neoplasia maligna da amígdala,,,,,,,,,,,,,2.0
181,C10,Neoplasia maligna da orofaringe,1.0,,,,,,,,,,,,2.0
182,C11,Neoplasia maligna da nasofaringe,,,,,,,,,,,,,2.0
183,C12,Neoplasia maligna do seio piriforme,,,,,,,,,,,,,2.0
184,C13,Neoplasia maligna da hipofaringe,,,,,,,,,,,,,2.0
185,C14,Neoplasia maligna de outras localizações e de localizações ma,1.0,,,,,,,,,,,,2.0
186,C15,Neoplasia maligna do esôfago,,,,,,,,,,1.0,,1.0,2.0
187,C16,Neoplasia maligna do estômago,,4.0,6.0,5.0,,2.0,3.0,2.0,4.0,2.0,,4.0,2.0
188,C17,Neoplasia maligna do intestino delgado,,,,,,,,,,,,,2.0
189,C18,Neoplasia maligna do cólon,,1.0,,,,1.0,,,,,,,2.0
190,C19,Neoplasia maligna da junção retossigmóide,,,,,,,,,,,,,2.0
191,C20,Neoplasia maligna do reto,,,,1.0,,,,,,,,,2.0
192,C21,Neoplasia maligna do ânus e do canal anal,,,,,,,,,,,,,2.0
193,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,,,,,,,,,1.0,,,,2.0
194,C23,Neoplasia maligna da vesícula biliar,,,,,,,,,,,,,2.0
195,C24,"Neoplasia maligna de outras partes, e de partes não especifica",,,,,,,,,,,,,2.0
196,C25,Neoplasia maligna do pâncreas,1.0,1.0,,,3.0,1.0,1.0,2.0,,2.0,,,2.0
197,C26,Neoplasia maligna de outros órgãos digestivos e de localizaçõ,,,,,,,,,,,,,2.0
198,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,,1.0,,1.0,,,,,,,,,2.0
199,C31,Neoplasia maligna dos seios da face,,,1.0,1.0,,,,,,1.0,,1.0,2.0
200,C32,Neoplasia maligna da laringe,,,1.0,,1.0,2.0,,2.0,1.0,2.0,3.0,,2.0
201,C33,Neoplasia maligna da traquéia,,,,,,,,,,,,,2.0
202,C34,Neoplasia maligna dos brônquios e dos pulmões,2.0,2.0,3.0,7.0,3.0,7.0,3.0,3.0,7.0,5.0,4.0,1.0,2.0
203,C37,Neoplasia maligna do timo,,,,,,,,,,,,,2.0
204,C38,"Neoplasia maligna do coração, mediastino e pleura",,,,,,,,,,,,,2.0
205,C39,Neoplasia maligna de outras localizações e de localizações ma,,,,,,,,,,,,,2.0
206,C40,Neoplasia maligna dos ossos e cartilagens articulares dos mem,1.0,2.0,,,,1.0,2.0,,,,,1.0,2.0
207,C41,Neoplasia maligna dos ossos e das cartilagens articulares de o,,,1.0,,,1.0,,,,,,,2.0
208,C43,Melanoma maligno da pele,1.0,1.0,1.0,,1.0,1.0,,,,,,,2.0
209,C44,Outras neoplasias malignas da pele,34.0,27.0,29.0,28.0,33.0,19.0,26.0,33.0,28.0,23.0,21.0,28.0,2.0
210,C45,Mesotelioma,,,,,,,,,,,,,2.0
211,C46,Sarcoma de Kaposi,,,,,,,,,,,,,2.0
212,C47,Neoplasia maligna dos nervos periféricos e do sistema nervoso,,,,,,,,,,,,,2.0
213,C48,Neoplasia maligna dos tecidos moles do retroperitônio e do pe,,,,,,,,,,,,,2.0
214,C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos mo,1.0,,,,,,1.0,1.0,,,,,2.0
215,C50,Neoplasias [tumores] malignas(os) da mama,,1.0,,1.0,2.0,,,1.0,,1.0,,,2.0
216,C51,Neoplasia maligna da vulva,,,,,,,,,,,,,2.0
217,C52,Neoplasia maligna da vagina,,,,,,,,,,,,,2.0
218,C53,Neoplasia maligna do colo do útero,,,2.0,2.0,1.0,1.0,,,1.0,,,,2.0
219,C54,Neoplasia maligna do corpo do útero,,,,1.0,,,,,,,,,2.0
220,C55,"Neoplasia maligna do útero, porção não especificada",,,,,,,,,,,,,2.0
221,C56,Neoplasia maligna do ovário,,,,,,,,,,,,1.0,2.0
222,C57,Neoplasia maligna de outros órgãos genitais femininos e dos n,,,,,,,1.0,,,,,1.0,2.0
223,C58,Neoplasia maligna da placenta,,,,,,,,,,,,,2.0
224,C60,Neoplasia maligna do pênis,,,,,,,,,,,,,2.0
225,C61,Neoplasia maligna da próstata,,1.0,,1.0,,,,,1.0,1.0,,,2.0
226,C62,Neoplasia maligna dos testículos,,,,,,,,,,,,,2.0
227,C63,Neoplasia maligna de outros órgãos genitais masculinos e dos,,,,,,,,,,,,,2.0
228,C64,"Neoplasia maligna do rim, exceto pelve renal",,,,,,,,,,,,,2.0
229,C65,Neoplasia maligna da pelve renal,,,,,,,,,,,,,2.0
230,C66,Neoplasia maligna dos ureteres,,,,,,,,,,,,,2.0
231,C67,Neoplasia maligna da bexiga,,2.0,,1.0,2.0,,2.0,1.0,2.0,,1.0,3.0,2.0
232,C68,Neoplasia maligna de outros órgãos urinários e dos não espec,,,,,,,,,,,,,2.0
233,C69,Neoplasia maligna do olho e anexos,,,,,,,,,,,,,2.0
234,C70,Neoplasia maligna das meninges,,,,,,,,,,,,,2.0
235,C71,Neoplasia maligna do encéfalo,,,,,,,,,,,,,2.0
236,C72,"Neoplasia maligna da medula espinhal, dos nervos cranianos e",,,,,,,,,,,,,2.0
237,C73,Neoplasia maligna da glândula tireóide,,1.0,,,,,,,,,,,2.0
238,C74,Neoplasia maligna da glândula supra-renal,,,,,,,,,,,,,2.0
239,C75,Neoplasia maligna de outras glândulas endócrinas e de estrutu,,,,,,,,,,,,,2.0
240,C76,Neoplasia maligna de outras localizações e de localizações ma,,,,,,,,1.0,,,,,2.0
241,C77,Neoplasia maligna secundária e não especificada dos gânglios,,,,,,,,,,,,,2.0
242,C78,Neoplasia maligna secundária dos órgãos respiratórios e diges,,,,,,,,,,,,,2.0
243,C79,Neoplasia maligna secundária de outras localizações,,,,,,,,,,,,,2.0
244,C80,"Neoplasia maligna, sem especificação de localização",,,1.0,,,,,,,,1.0,,2.0
245,C81,Doença de Hodgkin,,,,,,,,,,,,1.0,2.0
246,C82,"Linfoma não-Hodgkin, folicular (nodular)",,1.0,,,,,,,,,,,2.0
247,C83,Linfoma não-Hodgkin difuso,,,,1.0,,,,,,,,,2.0
248,C84,Linfomas de células T cutâneas e periféricas,1.0,,,1.0,,,1.0,,,1.0,,,2.0
249,C85,Linfoma não-Hodgkin de outros tipos e de tipo não especificad,,,,,,,,,,,,,2.0
250,C88,Doenças imunoproliferativas malignas,,,,,,,,,,,,,2.0
251,C90,Mieloma múltiplo e neoplasias malignas de plasmócitos,,,,,,,,,,,,,2.0
252,C91,Leucemia linfóide,2.0,,3.0,1.0,,,5.0,,1.0,1.0,,2.0,2.0
253,C92,Leucemia mielóide,1.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0
254,C93,Leucemia monocítica,,,2.0,,,,,,,,,,2.0
255,C94,Outras leucemias de células de tipo especificado,,,,,,,,,,,,,2.0
256,C95,Leucemia de tipo celular não especificado,,1.0,,,1.0,,,1.0,,,2.0,,2.0
257,C96,Outras neoplasias malignas e as não especificadas dos tecido,,,,,,,,,,,,,2.0
258,C97,Neoplasias [tumores] malignas(os) de localizações múltipl,,,,,,,,,,,,,2.0
259,D00,"Carcimona in situ da cavidade oral, do esôfago e do estômago",,,,,,,,,,,,,2.0
260,D01,Carcimona in situ de outros órgãos digestivos,,,,,,,,,,,,,2.0
261,D02,Carcinoma in situ do ouvido médio e do aparelho respiratório,,,,,,,,,,1.0,,,2.0
262,D03,Melanoma in situ,,,,,,,,,,,,,2.0
263,D04,Carcinoma in situ da pele,2.0,2.0,,,1.0,2.0,,2.0,,1.0,1.0,2.0,2.0
264,D05,Carcinoma in situ da mama,,,,,,,,,,,,,2.0
265,D06,Carcinoma in situ do colo do útero (cérvix),,,,,,,,,,,,,2.0
266,D07,Carcinoma in situ de outros órgãos genitais e dos não especific,,,,,,,,,,,,,2.0
267,D09,Carcinoma in situ de outras localizações e das não especificad,,,,1.0,,,,,,,,,2.0
268,D10,Neoplasia benigna da boca e da faringe,,1.0,,,,,,1.0,,,,,2.0
269,D11,Neoplasia benigna de glândulas salivares maiores,,,,,,,,,,,,1.0,2.0
270,D12,"Neoplasia benigna do cólon, reto, canal anal e ânus",,,,,,,,,,,,,2.0
271,D13,Neoplasia benigna de outras partes e de partes mal definidas d,,,,,,,,,,1.0,,,2.0
272,D14,Neoplasia benigna do ouvido médio e do aparelho respiratório,,1.0,,,,,,,,,,,2.0
273,D15,Neoplasia benigna de outros órgãos intratorácicos e dos não e,,,,,,,,,,,,,2.0
274,D16,Neoplasia benigna de osso e de cartilagem articular,1.0,,,,,1.0,,1.0,1.0,,1.0,,2.0
275,D17,Neoplasia lipomatosa benigna,,,,,1.0,1.0,,,1.0,,,,2.0
276,D18,Hemangioma e linfangioma de qualquer localização,,,,,,,,,,,,,2.0
277,D19,Neoplasia benigna de tecido mesotelial,,,,,,,,,,,,,2.0
278,D20,Neoplasia benigna de tecido mole do retroperitônio e do peritô,,,,,,,,,,,,,2.0
279,D21,Outras neoplasias benignas do tecido conjuntivo e de outros te,,,,,,1.0,,,1.0,,1.0,,2.0
280,D22,Nevos melanocíticos,,,,,,,,,,,,,2.0
281,D23,Outras neoplasias benignas da pele,,,1.0,,,,,,,,,,2.0
282,D24,Neoplasia benigna da mama,,1.0,,,,,,,1.0,1.0,,,2.0
283,D25,Leiomioma do útero,1.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,3.0,,2.0
284,D26,Outras neoplasias benignas do útero,,,,,,,,1.0,1.0,,,,2.0
285,D27,Neoplasia benigna do ovário,,,,,,,,,,,,,2.0
286,D28,Neoplasia benigna de outros órgãos genitais femininos e de ór,,,,,1.0,,,,,,,,2.0
287,D29,Neoplasia benigna dos órgãos genitais masculinos,,,,,,,1.0,,,,,,2.0
288,D30,Neoplasia benigna dos órgãos urinários,,,,,,,,,,,,,2.0
289,D31,Neoplasia benigna do olho e anexos,,,,,,,,,,,,,2.0
290,D32,Neoplasia benigna das meninges,,,,,,,,,,,,,2.0
291,D33,Neoplasia benigna do encéfalo e de outras partes do sistema n,,,,,,,,,,,,,2.0
292,D34,Neoplasia benigna da glândula tireóide,,,,,,,,,,,,,2.0
293,D35,Neoplasia benigna de outras glândulas endócrinas e das não e,,,,,,,,,,,,,2.0
294,D36,Neoplasia benigna de outras localizações e de localizações nã,,,1.0,,,,1.0,,1.0,,,,2.0
295,D37,Neoplasia de comportamento incerto ou desconhecido da cavi,,,1.0,,,,,,,,,,2.0
296,D38,Neoplasia de comportamento incerto ou desconhecido do ouvi,,,,,,,,,,,,,2.0
297,D39,Neoplasia de comportamento incerto ou desconhecido dos órg,,,,,,,,,,,,,2.0
298,D40,Neoplasia de comportamento incerto ou desconhecido dos órg,,,,,,,1.0,,1.0,,,,2.0
299,D41,Neoplasia de comportamento incerto ou desconhecido dos órg,,,,,,,,,,,,,2.0
300,D42,Neoplasia de comportamento incerto ou desconhecido das me,,,,,,,,,,,,,2.0
301,D43,Neoplasia de comportamento incerto ou desconhecido do encé,,,,,,1.0,,,,,,,2.0
302,D44,Neoplasia de comportamento incerto ou desconhecido das glâ,,,,,,,,,,,,,2.0
303,D45,Policitemia vera,,,,,,,,,,,,,2.0
304,D46,Síndromes mielodisplásicas,,1.0,,1.0,,1.0,,,,,,,2.0
305,D47,Outras neoplasias de comportamento incerto ou desconhecido,,,,,,,,,,,,,2.0
306,D48,Neoplasia de comportamento incerto ou desconhecido de outra,1.0,,,1.0,1.0,,,,,,,,2.0
307,D50,Anemia por deficiência de ferro,,,,,,1.0,,,,,,,3.0
308,D52,Anemia por deficiência de folato,,,,,,,,,,,,,3.0
309,D53,Outras anemias nutricionais,,,,,,,,,,,,,3.0
310,D55,Anemia devida a transtornos enzimáticos,,,,,,,,,,,,,3.0
311,D56,Talassemia,2.0,,,,,,,,,,,,3.0
312,D57,Transtornos falciformes,,,,,,,,,,,,,3.0
313,D58,Outras anemias hemolíticas hereditárias,,,,,,,,,,,,,3.0
314,D59,Anemia hemolítica adquirida,,,,,,,,,,,,,3.0
315,D60,"Aplasia pura da série vermelha, adquirida [eritroblastopenia]",,,,,,,,,,,,,3.0
316,D61,Outras anemias aplásticas,,,4.0,,1.0,1.0,,2.0,,2.0,,,3.0
317,D62,Anemia aguda pós-hemorrágica,,1.0,,,,,,,,,,,3.0
318,D63*,Anemia em doenças crônicas classificadas em outra parte,,,,,,1.0,,,,,,,3.0
319,D64,Outras anemias,,,,,,,,,1.0,,,,3.0
320,D65,Coagulação intravascular disseminada [síndrome de desfibrina,,,,,,,,,,,,,3.0
321,D66,Deficiência hereditária do fator VIII,,,,,,1.0,,1.0,,,,,3.0
322,D67,Deficiência hereditária do fator IX,,,,,,,,,,,,,3.0
323,D68,Outros defeitos da coagulação,,,,,,,,,,,1.0,,3.0
324,D69,Púrpura e outras afecções hemorrágicas,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,4.0,3.0
