,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
29,A37,Coqueluche,2.0,7.0,1.0,,1.0,2.0,,,2.0,1.0,2.0,1.0,1.0
30,A38,Escarlatina,,,,,,,,,,,,,1.0
31,A39,Infecção meningogócica,4.0,7.0,2.0,2.0,4.0,6.0,2.0,5.0,1.0,2.0,4.0,3.0,1.0
32,A40,Septicemia estreptocócica,1.0,3.0,4.0,2.0,1.0,1.0,,,1.0,3.0,3.0,,1.0
33,A41,Outras septicemias,33.0,25.0,38.0,26.0,24.0,27.0,25.0,18.0,17.0,26.0,27.0,13.0,1.0
34,A42,Actinomicose,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0
35,A43,Nocardiose,,,1.0,,2.0,,,1.0,,1.0,,1.0,1.0
36,A44,Bartonelose,2.0,,,1.0,,2.0,1.0,,,1.0,,1.0,1.0
37,A46,Erisipela,246.0,280.0,388.0,279.0,248.0,255.0,187.0,184.0,124.0,133.0,159.0,153.0,1.0
38,A48,Outras doenças bacterianas não classificadas em outra parte,4.0,4.0,10.0,12.0,7.0,10.0,7.0,7.0,3.0,7.0,5.0,7.0,1.0
39,A49,Infecção bacteriana de local não especificado,32.0,40.0,38.0,24.0,26.0,32.0,36.0,24.0,12.0,26.0,24.0,17.0,1.0
40,A50,Sífilis congênita,,,,,,,1.0,,,,,,1.0
41,A51,Sífilis precoce,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0
42,A52,Sífilis tardia,7.0,3.0,8.0,8.0,6.0,4.0,5.0,6.0,3.0,2.0,1.0,,1.0
43,A53,Outras formas e as não especificadas da sífilis,4.0,3.0,2.0,1.0,6.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0
44,A54,Infecção gonocócica,2.0,,1.0,,,,1.0,2.0,1.0,,,1.0,1.0
45,A55,Linfogranuloma (venéreo) por clamídia,1.0,,,,,,,,,,,,1.0
46,A56,Outras infecções causadas por clamídias transmitidas por via se  x  u  a  l,2.0,,,1.0,,2.0,1.0,,,,,,1.0
47,A57,Cancro mole,,,,1.0,,1.0,,1.0,,,2.0,,1.0
48,A58,Granuloma inguinal,2.0,2.0,2.0,1.0,2.0,,,2.0,1.0,,1.0,,1.0
49,A59,Tricomoníase,,,,1.0,,,,,,,,,1.0
50,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],1.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0
51,A64,"Doenças sexualmente transmitidas, não especificadas",1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,1.0
52,A65,Sífilis não-venérea,1.0,,,,1.0,,,,,,,,1.0
53,A66,Bouba,3.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0
54,A67,Pinta [carate],,,,1.0,,1.0,,1.0,,,,,1.0
55,A68,Febres recorrentes [Borrelioses],2.0,2.0,4.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0
56,A69,Outras infecções por espiroquetas,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,1.0
57,A70,Infecções causadas por Clamídia psittaci,,,,,,,,,,,1.0,,1.0
58,A71,Tracoma,,,,,1.0,,1.0,1.0,,,,,1.0
59,A74,Outras doenças causadas por Clamídias,,,,2.0,,,,1.0,1.0,2.0,1.0,,1.0
60,A75,Tifo exantemático,,,,,,,,,,,,,1.0
61,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],1.0,1.0,3.0,,,,1.0,,1.0,,,1.0,1.0
62,A78,Febre Q,,,,,,,,,,,,,1.0
63,A79,Outras rickettsioses,,,,,,,,,,,,,1.0
64,A80,Poliomielite aguda,,1.0,3.0,3.0,2.0,2.0,1.0,,2.0,,2.0,1.0,1.0
65,A81,Infecções por vírus lentos do sistema nervoso central,2.0,2.0,2.0,4.0,,1.0,,1.0,1.0,,,1.0,1.0
66,A82,Raiva,1.0,,,,,,,,,,,,1.0
67,A83,Encefalite por vírus transmitidos por mosquitos,,,,1.0,,2.0,1.0,,,,,1.0,1.0
68,A84,Encefalite por vírus transmitido por carrapatos,,,,,1.0,,,,,,,1.0,1.0
69,A85,"Outras encefalites virais, não classificadas em outra parte",2.0,,1.0,4.0,1.0,,1.0,,1.0,,1.0,,1.0
70,A86,"Encefalite viral, não especificada",6.0,3.0,2.0,7.0,7.0,7.0,5.0,9.0,3.0,4.0,5.0,6.0,1.0
71,A87,Meningite viral,9.0,2.0,6.0,7.0,7.0,3.0,8.0,1.0,9.0,3.0,6.0,8.0,1.0
72,A89,Infecções virais não especificadas do sistema nervoso central,1.0,,2.0,1.0,,,,,,,,,1.0
73,A90,Dengue [dengue clássico],33.0,92.0,219.0,259.0,261.0,178.0,65.0,34.0,14.0,15.0,15.0,20.0,1.0
74,A91,Febre hemorrágica devida ao vírus do dengue,,2.0,4.0,5.0,2.0,3.0,1.0,3.0,,1.0,,1.0,1.0
75,A92,Outras febres virais transmitidas por mosquitos,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,9.0,4.0,5.0,1.0,1.0
76,A94,"Febre viral transmitida por artrópodes, não especificada",,,,,,,,,,,1.0,,1.0
77,A95,Febre amarela,,,,,,,,,,,,,1.0
78,A96,Febre hemorrágica por arenavírus,,,,,,1.0,,,,,,,1.0
79,A99,Febres hemorrágicas virais não especificadas,,,,,,,,1.0,,,,,1.0
80,B00,Infecções pelo vírus do herpes [herpes simples],7.0,8.0,12.0,8.0,10.0,6.0,5.0,6.0,5.0,8.0,5.0,7.0,1.0
81,B01,Varicela,21.0,12.0,21.0,14.0,3.0,3.0,7.0,11.0,12.0,8.0,8.0,11.0,1.0
82,B02,Herpes zoster [Zona],62.0,50.0,55.0,49.0,35.0,29.0,31.0,42.0,32.0,28.0,35.0,33.0,1.0
83,B03,Varíola,,,,,,,,,,,,,1.0
84,B04,Varíola dos macacos [Monkeypox],,,,,,,,,1.0,,,,1.0
85,B05,Sarampo,,1.0,,,,,,,,,1.0,,1.0
86,B06,Rubéola,,,1.0,,2.0,1.0,1.0,,,2.0,,2.0,1.0
87,B07,Verrugas de origem viral,18.0,18.0,30.0,32.0,17.0,18.0,17.0,11.0,15.0,22.0,17.0,13.0,1.0
88,B15,Hepatite aguda A,32.0,25.0,31.0,14.0,18.0,22.0,12.0,12.0,12.0,14.0,15.0,7.0,1.0
89,B16,Hepatite aguda B,18.0,24.0,21.0,21.0,21.0,17.0,19.0,12.0,9.0,10.0,8.0,12.0,1.0
90,B17,Outras hepatites virais agudas,21.0,14.0,20.0,13.0,14.0,18.0,11.0,10.0,5.0,9.0,14.0,6.0,1.0
91,B18,Hepatite viral crônica,183.0,172.0,227.0,179.0,157.0,158.0,110.0,88.0,87.0,86.0,73.0,64.0,1.0
92,B19,Hepatite viral não especificada,13.0,11.0,25.0,11.0,15.0,7.0,14.0,18.0,9.0,6.0,7.0,4.0,1.0
93,B25,Doença por citomegalovírus,10.0,4.0,7.0,1.0,3.0,3.0,3.0,,5.0,4.0,2.0,1.0,1.0
94,B26,Caxumba [Parotidite epidêmica],5.0,6.0,3.0,1.0,1.0,1.0,5.0,8.0,15.0,4.0,7.0,6.0,1.0
95,B27,Mononucleose infecciosa,8.0,7.0,8.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0
96,B30,Conjuntivite viral,11.0,6.0,15.0,8.0,3.0,3.0,1.0,8.0,2.0,3.0,5.0,11.0,1.0
97,B33,Outras doenças por vírus não classificada em outra parte,2.0,1.0,2.0,1.0,,3.0,,2.0,,,,1.0,1.0
98,B34,"Doenças por vírus, de localização não especificada",6.0,8.0,6.0,4.0,7.0,11.0,6.0,4.0,5.0,1.0,5.0,11.0,1.0
99,B35,Dermatofitose,7.0,13.0,16.0,16.0,7.0,13.0,8.0,9.0,9.0,10.0,15.0,10.0,1.0
100,B36,Outras micoses superficiais,2.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,3.0,2.0,4.0,1.0,1.0
101,B37,Candidíase,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,1.0,4.0,1.0
102,B38,Coccidioidomicose,3.0,,1.0,1.0,,2.0,2.0,1.0,,,1.0,,1.0
103,B39,Histoplasmose,5.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0
104,B40,Blastomicose,5.0,6.0,7.0,1.0,2.0,3.0,5.0,5.0,5.0,1.0,6.0,1.0,1.0
105,B41,Paracoccidioidomicose,11.0,12.0,11.0,13.0,17.0,8.0,14.0,7.0,6.0,5.0,11.0,11.0,1.0
106,B42,Esporotricose,4.0,5.0,8.0,5.0,6.0,11.0,10.0,10.0,5.0,6.0,6.0,4.0,1.0
107,B43,Cromomicose e abscesso feomicótico,7.0,8.0,5.0,9.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0
108,B44,Aspergilose,1.0,3.0,4.0,5.0,3.0,5.0,,1.0,1.0,2.0,2.0,4.0,1.0
109,B45,Criptococose,6.0,4.0,9.0,10.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,5.0,1.0
110,B46,Zigomicose,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,2.0,,,1.0
111,B47,Micetoma,1.0,2.0,3.0,,,2.0,1.0,1.0,1.0,1.0,3.0,,1.0
112,B48,"Outras micoses, não classificadas em outra parte",4.0,,4.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0
113,B49,Micose não especificada,1.0,3.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0
114,B50,Malária por Plasmodium falciparum,,,,,1.0,,,,1.0,,1.0,1.0,1.0
115,B51,Malária por Plasmodium vivax,,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,1.0
116,B52,Malária por Plasmodium malariae,1.0,,,,,,,,,,,,1.0
117,B53,Outras formas de malária confirmadas por exames parasitológic  o  s,,,,,,,,,,,,,1.0
118,B54,Malária não especificada,,,,1.0,1.0,,,,1.0,,,,1.0
119,B55,Leishmaniose,53.0,59.0,85.0,82.0,66.0,59.0,44.0,27.0,25.0,46.0,30.0,17.0,1.0
120,B56,Tripanossomíase africana,,,,,,,,,,,,,1.0
121,B57,Doença de Chagas,69.0,57.0,77.0,66.0,62.0,63.0,43.0,29.0,28.0,38.0,31.0,29.0,1.0
122,B58,Toxoplasmose,23.0,34.0,54.0,37.0,32.0,30.0,29.0,36.0,22.0,20.0,18.0,24.0,1.0
123,B59,Pneumocistose,5.0,5.0,9.0,4.0,3.0,6.0,2.0,1.0,6.0,5.0,1.0,3.0,1.0
124,B64,Doença não especificada devida a protozoários,,,,,,,,,,,,,1.0
125,B65,Esquistossomose [bilharziose] [Schistosomíase],11.0,12.0,15.0,9.0,12.0,6.0,9.0,5.0,3.0,3.0,4.0,4.0,1.0
126,B66,Outras infestações por trematódeos,,,1.0,,,,,,,,,1.0,1.0
127,B67,Equinococose,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,2.0,,1.0
128,B68,Infestação por Taenia,,,,,,,,,,,,,1.0
129,B69,Cisticercose,12.0,11.0,24.0,17.0,17.0,12.0,13.0,10.0,18.0,13.0,12.0,8.0,1.0
130,B70,Difilobotríase e esparganose,,,,,,,,,,,,,1.0
131,B71,Outras infestações por cestóides,,,,,,,,,,,,,1.0
132,B72,Dracontíase,,,,,,,,,,,,,1.0
133,B73,Oncocercose,,,,,,,,,,,,,1.0
134,B74,Filariose,,,4.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0
135,B75,Triquinose,,,,,,,,,,,,,1.0
136,B76,Ancilostomíase,,,,,,,,,,,,,1.0
137,B77,Ascaridíase,,,,,,,,,,,,1.0,1.0
138,B78,Estrongiloidíase,,,,1.0,,,,,,,1.0,1.0,1.0
139,B79,Tricuríase,,,,,,,,,,,,,1.0
140,B80,Oxiuríase,1.0,,,,,,,,,,1.0,,1.0
141,B81,"Outras helmintíases intestinais, não classificadas em outra parte",,,,,,,,,,,,,1.0
142,B82,Parasitose intestinal não especificada,1.0,,1.0,,,1.0,,,,,,1.0,1.0
143,B83,Outras helmintíases,1.0,1.0,,1.0,1.0,,,,,,,,1.0
144,B85,Pediculose e ftiríase,,,,,,,,,,,,,1.0
145,B86,Escabiose [sarna],2.0,2.0,8.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,1.0
146,B87,Miíase,,2.0,,1.0,,2.0,,,,1.0,,,1.0
147,B88,Outras infestações,1.0,,1.0,,,,,,,,,,1.0
148,B89,Doença parasitária não especificada,,,,,,,,,,,1.0,,1.0
149,B90,Seqüelas de tuberculose,15.0,10.0,19.0,19.0,10.0,10.0,6.0,11.0,4.0,10.0,7.0,10.0,1.0
150,B91,Seqüelas de poliomielite,25.0,16.0,30.0,29.0,29.0,23.0,24.0,17.0,20.0,18.0,13.0,18.0,1.0
151,B92,Seqüelas de hanseníase [lepra],37.0,26.0,56.0,56.0,30.0,44.0,31.0,32.0,18.0,23.0,22.0,31.0,1.0
152,B97,Vírus como causa de doenças classificadas em outros capítulos,5.0,2.0,6.0,4.0,4.0,4.0,5.0,8.0,8.0,5.0,7.0,5.0,1.0
153,B99,Outras doenças infecciosas,3.0,4.0,3.0,4.0,,2.0,5.0,3.0,2.0,2.0,2.0,,1.0
154,C00,Neoplasia maligna do lábio,8.0,6.0,17.0,12.0,7.0,6.0,7.0,11.0,3.0,5.0,15.0,3.0,2.0
155,C01,Neoplasia maligna da base da língua,28.0,29.0,30.0,26.0,35.0,23.0,26.0,15.0,15.0,11.0,17.0,13.0,2.0
156,C03,Neoplasia maligna da gengiva,1.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0
157,C04,Neoplasia maligna do assoalho da boca,15.0,13.0,21.0,21.0,18.0,22.0,14.0,10.0,12.0,10.0,6.0,12.0,2.0
158,C05,Neoplasia maligna do pálato,12.0,14.0,23.0,14.0,17.0,19.0,11.0,11.0,11.0,8.0,12.0,13.0,2.0
159,C07,Neoplasia maligna da glândula parótida,17.0,15.0,25.0,14.0,14.0,7.0,8.0,13.0,1.0,12.0,13.0,7.0,2.0
160,C09,Neoplasia maligna da amígdala,15.0,16.0,19.0,16.0,15.0,17.0,10.0,11.0,8.0,14.0,14.0,18.0,2.0
161,C10,Neoplasia maligna da orofaringe,35.0,53.0,61.0,49.0,48.0,51.0,38.0,23.0,31.0,35.0,35.0,39.0,2.0
162,C11,Neoplasia maligna da nasofaringe,21.0,18.0,17.0,28.0,21.0,25.0,22.0,11.0,13.0,18.0,15.0,17.0,2.0
163,C12,Neoplasia maligna do seio piriforme,6.0,4.0,1.0,4.0,11.0,5.0,5.0,1.0,3.0,3.0,2.0,6.0,2.0
164,C13,Neoplasia maligna da hipofaringe,26.0,19.0,33.0,11.0,21.0,20.0,8.0,8.0,18.0,10.0,8.0,12.0,2.0
165,C15,Neoplasia maligna do esôfago,92.0,94.0,133.0,121.0,118.0,108.0,97.0,69.0,50.0,106.0,78.0,68.0,2.0
166,C16,Neoplasia maligna do estômago,222.0,215.0,280.0,253.0,251.0,258.0,219.0,180.0,140.0,160.0,165.0,143.0,2.0
167,C17,Neoplasia maligna do intestino delgado,19.0,18.0,18.0,15.0,17.0,24.0,16.0,15.0,9.0,17.0,14.0,15.0,2.0
168,C18,Neoplasia maligna do cólon,284.0,294.0,390.0,377.0,401.0,392.0,305.0,275.0,241.0,264.0,288.0,294.0,2.0
169,C19,Neoplasia maligna da junção retossigmóide,38.0,34.0,56.0,39.0,40.0,41.0,33.0,31.0,21.0,35.0,48.0,32.0,2.0
170,C20,Neoplasia maligna do reto,196.0,191.0,224.0,221.0,223.0,241.0,169.0,150.0,136.0,146.0,165.0,155.0,2.0
171,C21,Neoplasia maligna do ânus e do canal anal,27.0,20.0,39.0,35.0,33.0,31.0,37.0,29.0,29.0,22.0,22.0,22.0,2.0
172,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,59.0,64.0,86.0,65.0,56.0,84.0,54.0,49.0,30.0,34.0,40.0,37.0,2.0
173,C23,Neoplasia maligna da vesícula biliar,16.0,14.0,9.0,6.0,11.0,11.0,17.0,14.0,4.0,7.0,9.0,7.0,2.0
174,C25,Neoplasia maligna do pâncreas,73.0,57.0,103.0,73.0,71.0,94.0,56.0,54.0,53.0,54.0,63.0,53.0,2.0
175,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,4.0,5.0,5.0,3.0,3.0,6.0,4.0,2.0,,2.0,4.0,3.0,2.0
176,C31,Neoplasia maligna dos seios da face,5.0,9.0,11.0,8.0,8.0,13.0,7.0,10.0,4.0,1.0,10.0,3.0,2.0
177,C32,Neoplasia maligna da laringe,75.0,80.0,106.0,91.0,95.0,92.0,73.0,53.0,62.0,62.0,56.0,73.0,2.0
178,C33,Neoplasia maligna da traquéia,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,2.0
179,C34,Neoplasia maligna dos brônquios e dos pulmões,150.0,182.0,206.0,200.0,190.0,200.0,171.0,145.0,131.0,144.0,128.0,120.0,2.0
180,C37,Neoplasia maligna do timo,2.0,6.0,3.0,6.0,4.0,2.0,,2.0,1.0,4.0,5.0,3.0,2.0
181,C38,"Neoplasia maligna do coração, mediastino e pleura",14.0,10.0,10.0,9.0,10.0,7.0,13.0,9.0,3.0,7.0,9.0,10.0,2.0
182,C40,Neoplasia maligna dos ossos e cartilagens articulares dos mem b  r o  s,22.0,25.0,34.0,38.0,27.0,28.0,22.0,26.0,18.0,25.0,22.0,14.0,2.0
183,C43,Melanoma maligno da pele,68.0,83.0,123.0,106.0,96.0,105.0,91.0,87.0,54.0,52.0,87.0,73.0,2.0
184,C44,Outras neoplasias malignas da pele,125.0,131.0,201.0,158.0,139.0,157.0,114.0,102.0,82.0,99.0,96.0,86.0,2.0
185,C45,Mesotelioma,2.0,4.0,,,2.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0
186,C46,Sarcoma de Kaposi,5.0,5.0,8.0,9.0,6.0,3.0,10.0,4.0,3.0,6.0,3.0,4.0,2.0
187,C48,Neoplasia maligna dos tecidos moles do retroperitônio e do peri t ô  n  i o,13.0,18.0,18.0,14.0,15.0,15.0,18.0,12.0,9.0,7.0,10.0,15.0,2.0
188,C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos mole  s,82.0,59.0,92.0,72.0,87.0,93.0,64.0,70.0,59.0,62.0,77.0,55.0,2.0
189,C50,Neoplasias [tumores] malignas(os) da mama,1376.0,1331.0,1958.0,1605.0,1654.0,1675.0,1326.0,1205.0,1101.0,1148.0,1221.0,1095.0,2.0
190,C51,Neoplasia maligna da vulva,12.0,11.0,6.0,12.0,10.0,5.0,4.0,6.0,6.0,6.0,9.0,6.0,2.0
191,C52,Neoplasia maligna da vagina,3.0,5.0,5.0,8.0,6.0,5.0,7.0,3.0,1.0,4.0,4.0,5.0,2.0
192,C53,Neoplasia maligna do colo do útero,305.0,327.0,442.0,392.0,355.0,407.0,301.0,291.0,212.0,216.0,256.0,288.0,2.0
193,C54,Neoplasia maligna do corpo do útero,53.0,91.0,110.0,71.0,73.0,85.0,61.0,66.0,50.0,58.0,60.0,52.0,2.0
194,C55,"Neoplasia maligna do útero, porção não especificada",7.0,8.0,13.0,13.0,9.0,16.0,11.0,12.0,6.0,6.0,9.0,3.0,2.0
195,C56,Neoplasia maligna do ovário,103.0,120.0,128.0,128.0,127.0,139.0,93.0,104.0,89.0,94.0,110.0,104.0,2.0
196,C58,Neoplasia maligna da placenta,7.0,6.0,5.0,6.0,7.0,8.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0
197,C60,Neoplasia maligna do pênis,16.0,18.0,24.0,28.0,24.0,30.0,20.0,19.0,16.0,7.0,16.0,11.0,2.0
198,C61,Neoplasia maligna da próstata,461.0,497.0,628.0,568.0,499.0,587.0,405.0,407.0,321.0,350.0,408.0,328.0,2.0
199,C62,Neoplasia maligna dos testículos,82.0,93.0,92.0,91.0,84.0,87.0,79.0,77.0,58.0,88.0,64.0,55.0,2.0
200,C64,"Neoplasia maligna do rim, exceto pelve renal",114.0,129.0,166.0,147.0,149.0,148.0,107.0,117.0,84.0,113.0,123.0,94.0,2.0
201,C65,Neoplasia maligna da pelve renal,6.0,4.0,7.0,6.0,9.0,8.0,7.0,7.0,4.0,3.0,11.0,5.0,2.0
202,C66,Neoplasia maligna dos ureteres,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0
203,C67,Neoplasia maligna da bexiga,68.0,57.0,82.0,77.0,64.0,71.0,66.0,68.0,47.0,50.0,52.0,48.0,2.0
204,C68,Neoplasia maligna de outros órgãos urinários e dos não especif i c  a  d  o  s,6.0,4.0,11.0,7.0,3.0,6.0,6.0,10.0,9.0,6.0,4.0,3.0,2.0
205,C69,Neoplasia maligna do olho e anexos,11.0,12.0,17.0,20.0,15.0,14.0,8.0,3.0,8.0,11.0,17.0,8.0,2.0
206,C70,Neoplasia maligna das meninges,10.0,8.0,11.0,3.0,6.0,9.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0
207,C71,Neoplasia maligna do encéfalo,130.0,120.0,149.0,137.0,136.0,143.0,119.0,114.0,92.0,117.0,92.0,91.0,2.0
208,C73,Neoplasia maligna da glândula tireóide,238.0,248.0,342.0,273.0,272.0,308.0,248.0,205.0,168.0,170.0,186.0,163.0,2.0
209,C74,Neoplasia maligna da glândula supra-renal,4.0,4.0,11.0,7.0,7.0,6.0,8.0,6.0,2.0,2.0,2.0,1.0,2.0
210,C78,Neoplasia maligna secundária dos órgãos respiratórios e digest i v  o  s,13.0,9.0,15.0,9.0,13.0,15.0,9.0,9.0,14.0,8.0,10.0,11.0,2.0
211,C79,Neoplasia maligna secundária de outras localizações,15.0,8.0,17.0,18.0,13.0,14.0,14.0,8.0,9.0,8.0,17.0,6.0,2.0
212,C80,"Neoplasia maligna, sem especificação de localização",46.0,50.0,84.0,60.0,57.0,62.0,45.0,37.0,37.0,37.0,41.0,37.0,2.0
213,C81,Doença de Hodgkin,90.0,80.0,110.0,115.0,91.0,117.0,91.0,68.0,68.0,70.0,62.0,70.0,2.0
214,C82,"Linfoma não-Hodgkin, folicular (nodular)",29.0,35.0,38.0,31.0,29.0,42.0,36.0,30.0,22.0,22.0,23.0,23.0,2.0
215,C83,Linfoma não-Hodgkin difuso,74.0,74.0,98.0,74.0,87.0,99.0,64.0,59.0,54.0,74.0,63.0,58.0,2.0
216,C84,Linfomas de células T cutâneas e periféricas,19.0,10.0,15.0,15.0,22.0,13.0,9.0,16.0,10.0,9.0,10.0,6.0,2.0
217,C85,Linfoma não-Hodgkin de outros tipos e de tipo não especificado,41.0,47.0,64.0,37.0,46.0,45.0,47.0,48.0,23.0,40.0,27.0,40.0,2.0
218,C88,Doenças imunoproliferativas malignas,1.0,1.0,,3.0,1.0,2.0,4.0,,3.0,,,4.0,2.0
219,C90,Mieloma múltiplo e neoplasias malignas de plasmócitos,47.0,58.0,70.0,61.0,57.0,58.0,50.0,45.0,35.0,51.0,40.0,34.0,2.0
220,C91,Leucemia linfóide,40.0,44.0,55.0,62.0,52.0,64.0,37.0,36.0,37.0,40.0,38.0,39.0,2.0
221,C92,Leucemia mielóide,110.0,71.0,122.0,96.0,98.0,107.0,81.0,68.0,51.0,73.0,78.0,64.0,2.0
222,C93,Leucemia monocítica,,,,1.0,1.0,,,1.0,1.0,,,1.0,2.0
223,C94,Outras leucemias de células de tipo especificado,2.0,2.0,8.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0
224,C95,Leucemia de tipo celular não especificado,5.0,13.0,13.0,11.0,7.0,11.0,10.0,5.0,7.0,6.0,8.0,9.0,2.0
225,D00,"Carcimona in situ da cavidade oral, do esôfago e do estômago",10.0,8.0,8.0,5.0,6.0,11.0,8.0,7.0,1.0,5.0,5.0,4.0,2.0
226,D01,Carcimona in situ de outros órgãos digestivos,14.0,12.0,16.0,13.0,10.0,7.0,3.0,12.0,9.0,2.0,4.0,6.0,2.0
