,CID10,DESC,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NUMCAP
20,A25,Febres transmitidas por mordedura de rato,,1.0,,,,,,,,,,,1.0
21,A26,Erisipelóide,3.0,4.0,5.0,1.0,4.0,9.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0
22,A27,Leptospirose,16.0,16.0,26.0,26.0,21.0,19.0,9.0,13.0,15.0,14.0,17.0,16.0,1.0
23,A28,Outras doenças bacterianas zoonóticas não classificadas em o,,,,,1.0,1.0,,3.0,1.0,2.0,,1.0,1.0
24,A30,Hanseníase [doença de Hansen] [lepra],279.0,265.0,357.0,432.0,361.0,310.0,284.0,348.0,346.0,395.0,330.0,272.0,1.0
25,A31,Infecções devidas a outras micobactérias,3.0,2.0,5.0,8.0,5.0,7.0,6.0,1.0,5.0,5.0,5.0,2.0,1.0
26,A32,Listeriose [listeríase],,,,,,,,,1.0,,1.0,,1.0
27,A33,Tétano do recém-nascido [neonatal],,,,,,,,,,,,,1.0
28,A34,Tétano obstétrico,,,,,,,1.0,,,,,,1.0
29,A35,Outros tipos de tétano,1.0,3.0,,2.0,5.0,1.0,,1.0,3.0,1.0,1.0,2.0,1.0
30,A36,Difteria,,,,1.0,,,,,,,,,1.0
31,A37,Coqueluche,4.0,2.0,5.0,6.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0
32,A38,Escarlatina,1.0,2.0,,,,1.0,,1.0,,,,,1.0
33,A39,Infecção meningogócica,6.0,5.0,8.0,5.0,6.0,4.0,7.0,6.0,4.0,12.0,10.0,11.0,1.0
34,A40,Septicemia estreptocócica,3.0,1.0,2.0,6.0,5.0,2.0,5.0,4.0,3.0,4.0,6.0,1.0,1.0
35,A41,Outras septicemias,30.0,23.0,30.0,34.0,33.0,42.0,25.0,29.0,33.0,33.0,34.0,23.0,1.0
36,A42,Actinomicose,1.0,,,2.0,,,1.0,1.0,,1.0,,1.0,1.0
37,A43,Nocardiose,,,,,,,1.0,,,,,,1.0
38,A44,Bartonelose,3.0,1.0,,,,1.0,1.0,,1.0,,3.0,2.0,1.0
39,A46,Erisipela,268.0,294.0,344.0,335.0,351.0,274.0,283.0,279.0,245.0,280.0,264.0,204.0,1.0
40,A48,Outras doenças bacterianas não classificadas em outra parte,6.0,5.0,13.0,11.0,6.0,11.0,11.0,17.0,14.0,3.0,14.0,11.0,1.0
41,A49,Infecção bacteriana de local não especificado,29.0,35.0,41.0,53.0,34.0,34.0,43.0,31.0,34.0,33.0,36.0,20.0,1.0
42,A50,Sífilis congênita,,1.0,,,,,,,1.0,1.0,1.0,,1.0
43,A51,Sífilis precoce,3.0,3.0,3.0,4.0,5.0,1.0,2.0,7.0,3.0,3.0,3.0,2.0,1.0
44,A52,Sífilis tardia,3.0,2.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,8.0,7.0,6.0,1.0
45,A53,Outras formas e as não especificadas da sífilis,5.0,4.0,8.0,6.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0
46,A54,Infecção gonocócica,,1.0,1.0,,,,2.0,2.0,1.0,5.0,1.0,1.0,1.0
47,A55,Linfogranuloma (venéreo) por clamídia,,1.0,,2.0,,,,,,1.0,1.0,1.0,1.0
48,A56,Outras infecções causadas por clamídias transmitidas por via s,,1.0,,,2.0,1.0,,,,,,1.0,1.0
49,A57,Cancro mole,,,,,,,1.0,,1.0,1.0,1.0,,1.0
50,A58,Granuloma inguinal,,,2.0,1.0,2.0,,,3.0,,3.0,4.0,,1.0
51,A59,Tricomoníase,,,,,,,,,,,,,1.0
52,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],1.0,2.0,,,1.0,1.0,2.0,2.0,5.0,6.0,7.0,2.0,1.0
53,A63,"Outras doenças de transmissão predominantemente sexual, nã",4.0,7.0,13.0,14.0,5.0,11.0,7.0,12.0,4.0,10.0,8.0,5.0,1.0
54,A64,"Doenças sexualmente transmitidas, não especificadas",,1.0,1.0,,,,1.0,,,,1.0,,1.0
55,A65,Sífilis não-venérea,,1.0,,,,,,,1.0,,,,1.0
56,A66,Bouba,3.0,2.0,4.0,7.0,4.0,5.0,4.0,2.0,6.0,4.0,4.0,,1.0
57,A67,Pinta [carate],,,,1.0,,,,,,1.0,,1.0,1.0
58,A68,Febres recorrentes [Borrelioses],1.0,1.0,,3.0,2.0,2.0,1.0,,3.0,3.0,,1.0,1.0
59,A69,Outras infecções por espiroquetas,,,1.0,2.0,,1.0,1.0,1.0,2.0,,,,1.0
60,A70,Infecções causadas por Clamídia psittaci,,,,,,,,,,,,,1.0
61,A71,Tracoma,2.0,1.0,,,1.0,1.0,,,,,1.0,,1.0
62,A74,Outras doenças causadas por Clamídias,2.0,,2.0,1.0,,1.0,,,1.0,1.0,4.0,1.0,1.0
63,A75,Tifo exantemático,,,,,,1.0,,,,,,,1.0
64,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],,,3.0,,,,,,1.0,1.0,,,1.0
65,A78,Febre Q,,,,,1.0,,,,,,,,1.0
66,A79,Outras rickettsioses,,1.0,,,,,,1.0,,,,,1.0
67,A80,Poliomielite aguda,2.0,1.0,2.0,2.0,,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0
68,A81,Infecções por vírus lentos do sistema nervoso central,3.0,2.0,,,,1.0,,1.0,2.0,1.0,,1.0,1.0
69,A82,Raiva,,,,,,,,,,,,,1.0
70,A83,Encefalite por vírus transmitidos por mosquitos,,,,,2.0,,,,,,,,1.0
71,A84,Encefalite por vírus transmitido por carrapatos,,,,,,,,,,,,,1.0
72,A85,"Outras encefalites virais, não classificadas em outra parte",1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,2.0,1.0
73,A86,"Encefalite viral, não especificada",4.0,4.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,9.0,7.0,3.0,1.0
74,A87,Meningite viral,11.0,9.0,4.0,5.0,6.0,10.0,11.0,6.0,10.0,4.0,4.0,13.0,1.0
75,A88,Outras infecções virais do sistema nervoso central não classific,,,,,,1.0,,,,1.0,1.0,1.0,1.0
76,A89,Infecções virais não especificadas do sistema nervoso central,,1.0,,1.0,,,,,,,,,1.0
77,A90,Dengue [dengue clássico],31.0,87.0,188.0,310.0,242.0,124.0,54.0,35.0,25.0,19.0,16.0,12.0,1.0
78,A91,Febre hemorrágica devida ao vírus do dengue,3.0,4.0,5.0,10.0,4.0,3.0,3.0,1.0,1.0,1.0,,3.0,1.0
79,A92,Outras febres virais transmitidas por mosquitos,,,,1.0,1.0,,,,,,,,1.0
80,A93,Outras febres por vírus transmitidas por artrópodes não classifi,,,,,,,,,1.0,,,,1.0
81,A94,"Febre viral transmitida por artrópodes, não especificada",,,,1.0,,,,,1.0,,,,1.0
82,A95,Febre amarela,,,,,,,,,,,,,1.0
83,A96,Febre hemorrágica por arenavírus,,,,,,,,1.0,,,,,1.0
84,A98,"Outras febres hemorrágicas por vírus, não classificadas em ou",,,,1.0,,,1.0,,,1.0,,,1.0
85,A99,Febres hemorrágicas virais não especificadas,,,,,1.0,,1.0,,,,1.0,,1.0
86,B00,Infecções pelo vírus do herpes [herpes simples],9.0,9.0,7.0,8.0,3.0,8.0,12.0,7.0,12.0,7.0,5.0,7.0,1.0
87,B01,Varicela,27.0,23.0,14.0,13.0,15.0,17.0,18.0,20.0,24.0,26.0,43.0,30.0,1.0
88,B02,Herpes zoster [Zona],64.0,48.0,59.0,54.0,48.0,63.0,55.0,62.0,49.0,55.0,59.0,52.0,1.0
89,B03,Varíola,,,,,,,,,,,,,1.0
90,B04,Varíola dos macacos [Monkeypox],,,,,,,,,,,,,1.0
91,B05,Sarampo,,,,,,,1.0,,,,,2.0,1.0
92,B06,Rubéola,,,,,1.0,1.0,,,2.0,3.0,,,1.0
93,B07,Verrugas de origem viral,18.0,27.0,25.0,38.0,22.0,27.0,31.0,23.0,27.0,32.0,33.0,30.0,1.0
94,B08,Outras infecções virais caracterizadas por lesões da pele e das,,2.0,1.0,4.0,6.0,1.0,1.0,,1.0,5.0,1.0,,1.0
95,B09,Infecção viral não especificada caracterizada por lesões da pel,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0
96,B15,Hepatite aguda A,44.0,44.0,44.0,45.0,29.0,32.0,31.0,26.0,28.0,35.0,29.0,36.0,1.0
97,B16,Hepatite aguda B,25.0,33.0,39.0,26.0,35.0,37.0,24.0,42.0,34.0,36.0,29.0,15.0,1.0
98,B17,Outras hepatites virais agudas,28.0,20.0,25.0,33.0,24.0,26.0,16.0,22.0,24.0,24.0,20.0,18.0,1.0
99,B18,Hepatite viral crônica,230.0,195.0,249.0,289.0,272.0,212.0,223.0,264.0,263.0,251.0,252.0,212.0,1.0
100,B19,Hepatite viral não especificada,20.0,20.0,12.0,30.0,22.0,21.0,19.0,14.0,21.0,17.0,12.0,16.0,1.0
101,B20,"Doença pelo vírus da imunodeficiência humana [HIV], resultand",145.0,125.0,161.0,152.0,155.0,108.0,115.0,166.0,147.0,149.0,129.0,106.0,1.0
102,B21,"Doença pelo vírus da imunodeficiência humana [HIV], resultand",4.0,6.0,7.0,5.0,7.0,9.0,8.0,9.0,8.0,12.0,5.0,6.0,1.0
103,B22,Doença pelo vírus da imunodeficiência humana [HIV] resultand,11.0,9.0,18.0,16.0,20.0,17.0,17.0,23.0,10.0,15.0,15.0,6.0,1.0
104,B23,Doença pelo vírus da imunodeficiência humana [HIV] resultand,42.0,30.0,49.0,46.0,44.0,33.0,49.0,28.0,50.0,40.0,38.0,30.0,1.0
105,B24,Doença pelo vírus da imunodeficiência humana [HIV] não espe,418.0,402.0,532.0,593.0,560.0,497.0,509.0,501.0,564.0,565.0,477.0,384.0,1.0
106,B25,Doença por citomegalovírus,4.0,6.0,9.0,3.0,5.0,5.0,3.0,5.0,9.0,3.0,7.0,4.0,1.0
107,B26,Caxumba [Parotidite epidêmica],1.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0
108,B27,Mononucleose infecciosa,4.0,6.0,6.0,9.0,3.0,2.0,7.0,5.0,8.0,10.0,4.0,2.0,1.0
109,B30,Conjuntivite viral,4.0,8.0,14.0,12.0,8.0,6.0,9.0,12.0,11.0,8.0,12.0,14.0,1.0
110,B33,Outras doenças por vírus não classificada em outra parte,2.0,2.0,4.0,,3.0,7.0,7.0,2.0,1.0,3.0,5.0,1.0,1.0
111,B34,"Doenças por vírus, de localização não especificada",8.0,6.0,12.0,13.0,13.0,8.0,11.0,7.0,9.0,8.0,8.0,8.0,1.0
112,B35,Dermatofitose,10.0,16.0,8.0,20.0,19.0,14.0,13.0,22.0,17.0,19.0,21.0,17.0,1.0
113,B36,Outras micoses superficiais,5.0,1.0,12.0,9.0,1.0,4.0,2.0,4.0,6.0,10.0,6.0,3.0,1.0
114,B37,Candidíase,5.0,4.0,10.0,6.0,3.0,1.0,6.0,1.0,7.0,7.0,7.0,3.0,1.0
115,B38,Coccidioidomicose,,,3.0,,2.0,1.0,3.0,1.0,,1.0,,,1.0
116,B39,Histoplasmose,2.0,3.0,,5.0,3.0,,3.0,2.0,5.0,1.0,4.0,5.0,1.0
117,B40,Blastomicose,4.0,5.0,8.0,5.0,6.0,6.0,6.0,5.0,8.0,9.0,8.0,8.0,1.0
118,B41,Paracoccidioidomicose,14.0,9.0,9.0,16.0,12.0,12.0,11.0,16.0,16.0,15.0,10.0,10.0,1.0
119,B42,Esporotricose,1.0,2.0,8.0,4.0,11.0,7.0,10.0,14.0,8.0,11.0,8.0,6.0,1.0
120,B43,Cromomicose e abscesso feomicótico,3.0,1.0,6.0,3.0,7.0,4.0,11.0,2.0,2.0,6.0,5.0,7.0,1.0
121,B44,Aspergilose,6.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0
122,B45,Criptococose,3.0,8.0,10.0,12.0,2.0,9.0,5.0,3.0,8.0,6.0,5.0,2.0,1.0
123,B46,Zigomicose,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0
124,B47,Micetoma,1.0,1.0,2.0,4.0,3.0,,2.0,1.0,5.0,3.0,,2.0,1.0
125,B48,"Outras micoses, não classificadas em outra parte",,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
126,B49,Micose não especificada,4.0,2.0,4.0,7.0,5.0,4.0,3.0,3.0,9.0,6.0,7.0,3.0,1.0
127,B50,Malária por Plasmodium falciparum,,,1.0,2.0,,,1.0,,,,1.0,1.0,1.0
128,B51,Malária por Plasmodium vivax,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0
129,B52,Malária por Plasmodium malariae,,,,,,,,,1.0,,,,1.0
130,B53,Outras formas de malária confirmadas por exames parasitológi,,1.0,,,,,,,,,,,1.0
131,B54,Malária não especificada,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0
132,B55,Leishmaniose,58.0,71.0,122.0,110.0,82.0,96.0,98.0,85.0,75.0,74.0,80.0,43.0,1.0
133,B56,Tripanossomíase africana,,,,,,,,,,,,,1.0
134,B57,Doença de Chagas,78.0,79.0,97.0,90.0,95.0,80.0,76.0,80.0,74.0,74.0,74.0,53.0,1.0
135,B58,Toxoplasmose,38.0,32.0,37.0,39.0,52.0,39.0,39.0,44.0,55.0,37.0,42.0,32.0,1.0
136,B59,Pneumocistose,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,7.0,5.0,1.0
137,B60,"Outras doenças devidas a protozoários, não classificadas em o",,2.0,1.0,,,,3.0,1.0,,,1.0,,1.0
138,B64,Doença não especificada devida a protozoários,,,,,,,,,,,,,1.0
139,B65,Esquistossomose [bilharziose] [Schistosomíase],11.0,10.0,9.0,15.0,15.0,9.0,10.0,10.0,6.0,12.0,13.0,10.0,1.0
140,B66,Outras infestações por trematódeos,,1.0,,,,,,,1.0,,,,1.0
141,B67,Equinococose,3.0,1.0,2.0,1.0,,,1.0,,3.0,2.0,2.0,1.0,1.0
142,B68,Infestação por Taenia,,,,1.0,,,,,,,,,1.0
143,B69,Cisticercose,18.0,20.0,15.0,15.0,23.0,13.0,18.0,17.0,23.0,16.0,17.0,18.0,1.0
144,B70,Difilobotríase e esparganose,,,,,,,,,,,1.0,,1.0
145,B71,Outras infestações por cestóides,,,,,1.0,,,,,,,,1.0
146,B72,Dracontíase,,,,,,,,,,,,,1.0
147,B73,Oncocercose,,,,,,,,,,,,,1.0
148,B74,Filariose,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0
149,B75,Triquinose,,,,,,1.0,,,,,,,1.0
150,B76,Ancilostomíase,,,,,,,,,,,,,1.0
151,B77,Ascaridíase,,,,,,,,,1.0,,,1.0,1.0
152,B78,Estrongiloidíase,,,,,,1.0,,1.0,,1.0,,,1.0
153,B79,Tricuríase,,,,,,,,,,,,,1.0
154,B80,Oxiuríase,,,,,,,,,,,,,1.0
155,B81,"Outras helmintíases intestinais, não classificadas em outra part",,,,,,,,,,,,,1.0
156,B82,Parasitose intestinal não especificada,,,,,1.0,,,,1.0,,,,1.0
157,B83,Outras helmintíases,,,,,,,,,,,,,1.0
158,B85,Pediculose e ftiríase,,,,,,,,,,,,1.0,1.0
159,B86,Escabiose [sarna],4.0,7.0,9.0,3.0,2.0,,4.0,5.0,6.0,6.0,2.0,4.0,1.0
160,B87,Miíase,,2.0,,,,,2.0,1.0,1.0,,3.0,,1.0
161,B88,Outras infestações,,,,,2.0,1.0,,,,1.0,,1.0,1.0
162,B89,Doença parasitária não especificada,,1.0,,,,,,,,,,,1.0
163,B90,Seqüelas de tuberculose,10.0,12.0,16.0,11.0,18.0,22.0,19.0,13.0,21.0,14.0,13.0,12.0,1.0
164,B91,Seqüelas de poliomielite,24.0,27.0,48.0,40.0,33.0,26.0,26.0,27.0,39.0,40.0,31.0,18.0,1.0
165,B92,Seqüelas de hanseníase [lepra],42.0,38.0,47.0,68.0,61.0,50.0,56.0,60.0,46.0,61.0,54.0,37.0,1.0
166,B94,Seqüelas de outras doenças infecciosas e parasitárias e das n,3.0,3.0,6.0,7.0,10.0,5.0,6.0,8.0,9.0,4.0,5.0,3.0,1.0
167,B95,Estreptococos e estafilococos como causa de doenças classific,7.0,6.0,6.0,9.0,11.0,7.0,6.0,8.0,3.0,9.0,6.0,6.0,1.0
168,B96,"Outros agentes bacterianos, como causa de doenças classifica",,1.0,2.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0
169,B97,Vírus como causa de doenças classificadas em outros capítulo,8.0,4.0,10.0,10.0,8.0,2.0,6.0,7.0,4.0,4.0,3.0,4.0,1.0
170,B99,Outras doenças infecciosas,2.0,1.0,5.0,2.0,4.0,6.0,,2.0,6.0,2.0,2.0,,1.0
171,C00,Neoplasia maligna do lábio,10.0,14.0,9.0,9.0,17.0,5.0,16.0,12.0,11.0,12.0,14.0,14.0,2.0
172,C01,Neoplasia maligna da base da língua,25.0,21.0,31.0,34.0,31.0,24.0,24.0,23.0,20.0,32.0,20.0,21.0,2.0
173,C02,Neoplasia maligna de outras partes e de partes não especificad,38.0,35.0,42.0,40.0,36.0,24.0,49.0,43.0,42.0,39.0,35.0,32.0,2.0
174,C03,Neoplasia maligna da gengiva,3.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,6.0,5.0,2.0,2.0
175,C04,Neoplasia maligna do assoalho da boca,14.0,21.0,16.0,29.0,20.0,27.0,22.0,24.0,38.0,20.0,17.0,17.0,2.0
176,C05,Neoplasia maligna do pálato,25.0,9.0,15.0,11.0,11.0,17.0,23.0,15.0,24.0,13.0,10.0,8.0,2.0
177,C06,Neoplasia maligna de outras partes e de partes não especificad,21.0,23.0,27.0,27.0,34.0,24.0,27.0,23.0,27.0,26.0,15.0,23.0,2.0
178,C07,Neoplasia maligna da glândula parótida,7.0,12.0,11.0,18.0,20.0,12.0,13.0,10.0,21.0,14.0,12.0,14.0,2.0
179,C08,Neoplasia maligna de outras glândulas salivares maiores e as,6.0,3.0,7.0,3.0,4.0,6.0,8.0,5.0,3.0,4.0,4.0,5.0,2.0
180,C09,Neoplasia maligna da amígdala,24.0,14.0,22.0,8.0,12.0,10.0,16.0,16.0,26.0,16.0,12.0,13.0,2.0
181,C10,Neoplasia maligna da orofaringe,45.0,43.0,47.0,49.0,56.0,41.0,37.0,53.0,42.0,49.0,46.0,42.0,2.0
182,C11,Neoplasia maligna da nasofaringe,19.0,17.0,20.0,15.0,17.0,21.0,27.0,28.0,27.0,23.0,20.0,6.0,2.0
183,C12,Neoplasia maligna do seio piriforme,3.0,7.0,5.0,11.0,6.0,7.0,8.0,8.0,6.0,5.0,8.0,3.0,2.0
184,C13,Neoplasia maligna da hipofaringe,16.0,18.0,32.0,22.0,20.0,14.0,20.0,20.0,23.0,20.0,21.0,16.0,2.0
185,C14,Neoplasia maligna de outras localizações e de localizações ma,6.0,10.0,12.0,8.0,11.0,6.0,10.0,15.0,15.0,9.0,8.0,12.0,2.0
186,C15,Neoplasia maligna do esôfago,121.0,124.0,118.0,135.0,118.0,118.0,117.0,130.0,120.0,128.0,89.0,83.0,2.0
187,C16,Neoplasia maligna do estômago,233.0,217.0,262.0,274.0,231.0,220.0,240.0,271.0,269.0,249.0,198.0,211.0,2.0
188,C17,Neoplasia maligna do intestino delgado,19.0,19.0,30.0,10.0,12.0,18.0,16.0,18.0,16.0,18.0,16.0,21.0,2.0
189,C18,Neoplasia maligna do cólon,288.0,300.0,312.0,406.0,354.0,317.0,333.0,364.0,360.0,356.0,277.0,291.0,2.0
190,C19,Neoplasia maligna da junção retossigmóide,47.0,37.0,51.0,50.0,40.0,43.0,38.0,60.0,55.0,44.0,43.0,34.0,2.0
191,C20,Neoplasia maligna do reto,174.0,180.0,224.0,242.0,196.0,196.0,198.0,199.0,195.0,198.0,184.0,175.0,2.0
192,C21,Neoplasia maligna do ânus e do canal anal,29.0,29.0,34.0,52.0,34.0,31.0,33.0,32.0,34.0,35.0,33.0,25.0,2.0
193,C22,Neoplasia maligna do fígado e das vias biliares intra-hepáticas,56.0,44.0,66.0,52.0,64.0,60.0,57.0,59.0,59.0,72.0,52.0,51.0,2.0
194,C23,Neoplasia maligna da vesícula biliar,6.0,8.0,8.0,11.0,15.0,8.0,15.0,5.0,11.0,11.0,12.0,6.0,2.0
195,C24,"Neoplasia maligna de outras partes, e de partes não especifica",14.0,15.0,20.0,15.0,22.0,24.0,10.0,23.0,9.0,12.0,15.0,13.0,2.0
196,C25,Neoplasia maligna do pâncreas,74.0,75.0,87.0,93.0,74.0,86.0,73.0,86.0,61.0,79.0,65.0,59.0,2.0
197,C26,Neoplasia maligna de outros órgãos digestivos e de localizaçõe,15.0,12.0,16.0,21.0,21.0,16.0,11.0,18.0,20.0,20.0,21.0,14.0,2.0
198,C30,Neoplasia maligna da cavidade nasal e do ouvido médio,2.0,5.0,8.0,6.0,1.0,4.0,3.0,5.0,3.0,7.0,5.0,3.0,2.0
199,C31,Neoplasia maligna dos seios da face,7.0,9.0,9.0,14.0,7.0,9.0,11.0,7.0,8.0,11.0,5.0,10.0,2.0
200,C32,Neoplasia maligna da laringe,78.0,80.0,110.0,111.0,97.0,85.0,92.0,80.0,95.0,100.0,71.0,66.0,2.0
201,C33,Neoplasia maligna da traquéia,,,2.0,1.0,1.0,2.0,,3.0,1.0,1.0,,,2.0
202,C34,Neoplasia maligna dos brônquios e dos pulmões,172.0,160.0,167.0,246.0,176.0,152.0,184.0,191.0,206.0,205.0,191.0,104.0,2.0
203,C37,Neoplasia maligna do timo,1.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,2.0
204,C38,"Neoplasia maligna do coração, mediastino e pleura",12.0,14.0,14.0,13.0,13.0,4.0,17.0,14.0,14.0,12.0,15.0,16.0,2.0
205,C39,Neoplasia maligna de outras localizações e de localizações ma,9.0,14.0,8.0,21.0,10.0,7.0,9.0,15.0,14.0,10.0,5.0,8.0,2.0
206,C40,Neoplasia maligna dos ossos e cartilagens articulares dos mem,26.0,23.0,29.0,34.0,32.0,28.0,31.0,34.0,31.0,25.0,27.0,22.0,2.0
207,C41,Neoplasia maligna dos ossos e das cartilagens articulares de o,22.0,17.0,23.0,31.0,20.0,14.0,22.0,29.0,20.0,18.0,23.0,13.0,2.0
208,C43,Melanoma maligno da pele,100.0,82.0,100.0,128.0,107.0,94.0,88.0,114.0,95.0,101.0,100.0,108.0,2.0
209,C44,Outras neoplasias malignas da pele,121.0,139.0,162.0,149.0,166.0,145.0,145.0,155.0,181.0,169.0,154.0,126.0,2.0
210,C45,Mesotelioma,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0
211,C46,Sarcoma de Kaposi,5.0,3.0,5.0,6.0,10.0,4.0,2.0,4.0,6.0,6.0,1.0,4.0,2.0
212,C47,Neoplasia maligna dos nervos periféricos e do sistema nervoso,4.0,1.0,2.0,2.0,,,2.0,1.0,1.0,3.0,1.0,2.0,2.0
213,C48,Neoplasia maligna dos tecidos moles do retroperitônio e do per,10.0,9.0,12.0,21.0,9.0,14.0,21.0,11.0,18.0,14.0,8.0,14.0,2.0
214,C49,Neoplasia maligna do tecido conjuntivo e de outros tecidos mo,71.0,72.0,76.0,86.0,87.0,76.0,86.0,76.0,76.0,73.0,73.0,62.0,2.0
215,C50,Neoplasias [tumores] malignas(os) da mama,1262.0,1301.0,1486.0,1614.0,1525.0,1333.0,1395.0,1674.0,1665.0,1697.0,1483.0,1292.0,2.0
216,C51,Neoplasia maligna da vulva,8.0,9.0,3.0,4.0,10.0,5.0,9.0,12.0,12.0,12.0,14.0,11.0,2.0
217,C52,Neoplasia maligna da vagina,8.0,3.0,1.0,5.0,2.0,4.0,4.0,4.0,9.0,7.0,2.0,1.0,2.0
218,C53,Neoplasia maligna do colo do útero,305.0,257.0,375.0,404.0,365.0,332.0,330.0,356.0,359.0,400.0,359.0,290.0,2.0
219,C54,Neoplasia maligna do corpo do útero,70.0,51.0,62.0,91.0,71.0,62.0,84.0,71.0,92.0,77.0,66.0,70.0,2.0
220,C55,"Neoplasia maligna do útero, porção não especificada",13.0,9.0,10.0,9.0,11.0,7.0,16.0,11.0,13.0,14.0,14.0,9.0,2.0
221,C56,Neoplasia maligna do ovário,110.0,99.0,116.0,134.0,118.0,118.0,120.0,119.0,155.0,131.0,109.0,103.0,2.0
222,C57,Neoplasia maligna de outros órgãos genitais femininos e dos n,8.0,10.0,11.0,7.0,10.0,7.0,8.0,9.0,19.0,13.0,6.0,10.0,2.0
223,C58,Neoplasia maligna da placenta,5.0,2.0,7.0,5.0,6.0,6.0,3.0,7.0,8.0,3.0,3.0,5.0,2.0
224,C60,Neoplasia maligna do pênis,19.0,24.0,21.0,28.0,25.0,20.0,23.0,17.0,34.0,26.0,27.0,24.0,2.0
225,C61,Neoplasia maligna da próstata,468.0,451.0,503.0,574.0,472.0,471.0,514.0,601.0,519.0,533.0,526.0,426.0,2.0
